id,row,col,building_type,norm,alive_percent,resilience
206,5,26,residential,0.0,24.5833,0.204366
207,5,27,residential,0.0,34.7222,0.318
208,5,28,residential,0.0,28.1944,0.244424
209,5,29,residential,0.0,32.5,0.291292
210,5,30,residential,0.0,32.5,0.290602
211,5,31,residential,0.0,24.1667,0.201149
212,5,32,residential,0.0,29.5833,0.260767
213,5,33,residential,0.0,31.25,0.277
214,5,34,residential,0.0,27.3611,0.236002
215,5,35,residential,0.0,29.4444,0.256564
216,6,0,residential,0.0,32.0833,0.288417
217,6,1,residential,0.0,30.9722,0.269473
218,6,2,residential,0.0,30.2778,0.262551
219,6,3,residential,0.0,28.8889,0.252771
220,6,4,residential,0.0,34.3056,0.311789
221,6,5,residential,0.0,29.7222,0.260528
222,6,6,residential,0.0,29.7222,0.261698
223,6,7,residential,0.0,31.3889,0.281855
224,6,8,residential,0.0,31.5278,0.287473
225,6,9,residential,0.0,31.9444,0.285761
226,6,10,residential,0.0,25.5556,0.216129
227,6,11,residential,0.0,31.1111,0.275398
228,6,12,residential,0.0,40.9722,0.384289
229,6,13,residential,0.0,29.1667,0.253211
230,6,14,residential,0.0,32.7778,0.293422
231,6,15,residential,0.0,42.3611,0.399309
232,6,16,residential,0.0,32.6389,0.295368
233,6,17,residential,0.0,28.4722,0.244919
234,6,18,residential,0.0,32.7778,0.297116
235,6,19,residential,0.0,32.3611,0.288764
236,6,20,residential,0.0,38.4722,0.357528
237,6,21,residential,0.0,30.0,0.263819
238,6,22,residential,0.0,32.7778,0.29585
239,6,23,residential,0.0,33.6111,0.307496
240,6,24,residential,0.0,25.6944,0.216339
241,6,25,residential,0.0,39.4444,0.367099
242,6,26,residential,0.0,35.1389,0.322784
243,6,27,residential,0.0,32.3611,0.289152
244,6,28,residential,0.0,31.5278,0.279753
245,6,29,residential,0.0,33.8889,0.305674
246,6,30,residential,0.0,27.5,0.234926
247,6,31,residential,0.0,33.6111,0.30305
248,6,32,residential,0.0,29.3056,0.256751
249,6,33,residential,0.0,31.1111,0.278602
250,6,34,residential,0.0,32.9167,0.297005
251,6,35,residential,0.0,28.4722,0.248804
252,7,0,residential,0.0,31.3889,0.282394
253,7,1,residential,0.0,25.6944,0.217958
254,7,2,residential,0.0,32.2222,0.287571
255,7,3,residential,0.0,35.8333,0.325604
256,7,4,residential,0.0,31.25,0.274303
257,7,5,residential,0.0,28.75,0.249926
258,7,6,residential,0.0,31.25,0.275676
259,7,7,residential,0.0,30.4167,0.266414
260,7,8,residential,0.0,23.3333,0.190808
261,7,9,residential,0.0,26.9444,0.228272
262,7,10,residential,0.0,32.2222,0.288915
263,7,11,residential,0.0,33.4722,0.306124
264,7,12,residential,0.0,38.75,0.356826
265,7,13,residential,0.0,30.4167,0.267713
266,7,14,residential,0.0,37.5,0.344813
267,7,15,residential,0.0,32.0833,0.288814
268,7,16,residential,0.0,31.6667,0.286167
269,7,17,residential,0.0,36.1111,0.334699
270,7,18,residential,0.0,33.6111,0.305925
271,7,19,residential,0.0,25.8333,0.216106
272,7,20,residential,0.0,34.7222,0.319042
273,7,21,residential,0.0,32.9167,0.295912
274,7,22,residential,0.0,26.5278,0.227941
275,7,23,residential,0.0,32.3611,0.288736
276,7,24,residential,0.0,34.3056,0.311959
277,7,25,residential,0.0,32.6389,0.293445
278,7,26,residential,0.0,22.3611,0.176886
279,7,27,residential,0.0,33.4722,0.303703
280,7,28,residential,0.0,30.5556,0.270537
281,7,29,residential,0.0,27.9167,0.238463
282,7,30,residential,0.0,32.6389,0.292197
283,7,31,residential,0.0,33.0556,0.295868
284,7,32,residential,0.0,33.1944,0.299394
285,7,33,residential,0.0,30.6944,0.273093
286,7,34,residential,0.0,29.5833,0.257742
287,7,35,residential,0.0,26.6667,0.225015
288,8,0,residential,0.0,26.8056,0.22753
289,8,1,residential,0.0,33.75,0.305959
290,8,2,residential,0.0,24.0278,0.199799
291,8,3,residential,0.0,31.5278,0.285412
292,8,4,residential,0.0,33.6111,0.305121
293,8,5,residential,0.0,33.4722,0.301353
294,8,6,residential,0.0,39.8611,0.37112
295,8,7,residential,0.0,36.25,0.333563
296,8,8,residential,0.0,33.8889,0.309574
297,8,9,residential,0.0,25.4167,0.214856
298,8,10,residential,0.0,34.5833,0.31489
299,8,11,residential,0.0,40.1389,0.375837
300,8,12,residential,0.0,26.6667,0.228069
301,8,13,residential,0.0,30.5556,0.271456
302,8,14,residential,0.0,27.0833,0.233407
303,8,15,residential,0.0,30.8333,0.271424
304,8,16,residential,0.0,44.3056,0.415347
305,8,17,residential,0.0,27.0833,0.228702
306,8,18,residential,0.0,30.9722,0.273165
307,8,19,residential,0.0,28.75,0.246314
308,8,20,residential,0.0,21.8056,0.175945
309,8,21,residential,0.0,37.9167,0.35091
310,8,22,residential,0.0,26.3889,0.225345
311,8,23,residential,0.0,24.7222,0.204282
312,8,24,residential,0.0,29.7222,0.261862
313,8,25,residential,0.0,33.0556,0.301559
314,8,26,residential,0.0,32.7778,0.290686
315,8,27,residential,0.0,36.8056,0.338126
316,8,28,residential,0.0,30.1389,0.266146
317,8,29,residential,0.0,28.3333,0.243431
318,8,30,residential,0.0,31.6667,0.28445
319,8,31,residential,0.0,31.1111,0.277545
320,8,32,residential,0.0,28.3333,0.243624
321,8,33,residential,0.0,41.3889,0.387345
322,8,34,residential,0.0,31.6667,0.284531
323,8,35,residential,0.0,25.1389,0.210864
324,9,0,residential,0.0,31.5278,0.284007
325,9,1,residential,0.0,25.0,0.210453
326,9,2,residential,0.0,33.4722,0.3018
327,9,3,residential,0.0,39.0278,0.364271
328,9,4,residential,0.0,30.2778,0.263752
329,9,5,residential,0.0,29.4444,0.258597
330,9,6,residential,0.0,33.1944,0.30356
331,9,7,residential,0.0,30.6944,0.268534
332,9,8,residential,0.0,25.4167,0.213757
333,9,9,residential,0.0,31.25,0.278581
334,9,10,residential,0.0,33.1944,0.299013
335,9,11,residential,0.0,31.8056,0.287997
336,9,12,residential,0.0,24.7222,0.207153
337,9,13,residential,0.0,34.4444,0.311103
338,9,14,residential,0.0,32.6389,0.293908
339,9,15,residential,0.0,33.4722,0.304132
340,9,16,residential,0.0,34.3056,0.311411
341,9,17,residential,0.0,33.1944,0.304553
342,9,18,residential,0.0,37.3611,0.347104
343,9,19,residential,0.0,30.0,0.266499
344,9,20,residential,0.0,32.9167,0.296173
345,9,21,residential,0.0,30.5556,0.27289
346,9,22,residential,0.0,31.5278,0.283986
347,9,23,residential,0.0,27.3611,0.233991
348,9,24,residential,0.0,29.8611,0.260356
349,9,25,residential,0.0,33.6111,0.304392
350,9,26,residential,0.0,31.8056,0.283467
351,9,27,residential,0.0,34.0278,0.308279
352,9,28,residential,0.0,31.3889,0.279226
353,9,29,residential,0.0,28.75,0.245934
354,9,30,residential,0.0,36.5278,0.33738
355,9,31,residential,0.0,33.6111,0.30657
356,9,32,residential,0.0,35.4167,0.324964
357,9,33,residential,0.0,30.9722,0.275215
358,9,34,residential,0.0,29.3056,0.258627
359,9,35,residential,0.0,32.0833,0.284943
360,10,0,residential,0.0,28.75,0.249737
361,10,1,residential,0.0,21.5278,0.153672
362,10,2,residential,0.0,30.6944,0.271369
363,10,3,residential,0.0,33.0556,0.298806
364,10,4,residential,0.0,30.8333,0.271282
365,10,5,residential,0.0,32.7778,0.290446
366,10,6,residential,0.0,33.6111,0.305708
367,10,7,residential,0.0,30.2778,0.26853
368,10,8,residential,0.0,34.1667,0.310366
369,10,9,residential,0.0,28.3333,0.246602
370,10,10,residential,0.0,31.3889,0.276833
371,10,11,residential,0.0,36.8056,0.341358
372,10,12,residential,0.0,31.1111,0.276432
373,10,13,residential,0.0,30.9722,0.272093
374,10,14,residential,0.0,35.1389,0.321849
375,10,15,residential,0.0,25.6944,0.219667
376,10,16,residential,0.0,32.5,0.290237
377,10,17,residential,0.0,32.3611,0.289839
378,10,18,residential,0.0,28.1944,0.243596
379,10,19,residential,0.0,37.7778,0.349906
380,10,20,residential,0.0,31.5278,0.280282
381,10,21,residential,0.0,32.5,0.290949
382,10,22,residential,0.0,35.5556,0.327129
383,10,23,residential,0.0,29.5833,0.260341
384,10,24,residential,0.0,22.2222,0.169821
385,10,25,residential,0.0,25.4167,0.213621
386,10,26,residential,0.0,27.5,0.235255
387,10,27,residential,0.0,31.3889,0.277605
388,10,28,residential,0.0,26.3889,0.220202
389,10,29,residential,0.0,30.5556,0.267404
390,10,30,residential,0.0,32.2222,0.287838
391,10,31,residential,0.0,31.6667,0.282491
392,10,32,residential,0.0,96.25,0.959744
393,10,33,residential,0.0,31.25,0.279306
394,10,34,residential,0.0,31.3889,0.282626
395,10,35,residential,0.0,28.6111,0.251572
396,11,0,residential,0.0,24.0278,0.196216
397,11,1,residential,0.0,29.5833,0.258912
398,11,2,residential,0.0,39.3056,0.367424
399,11,3,residential,0.0,31.5278,0.283253
400,11,4,residential,0.0,30.9722,0.2732
401,11,5,residential,0.0,25.8333,0.21885
402,11,6,residential,0.0,27.7778,0.241575
403,11,7,residential,0.0,35.6944,0.326484
404,11,8,residential,0.0,31.1111,0.277376
405,11,9,residential,0.0,27.0833,0.229762
406,11,10,residential,0.0,29.4444,0.254325
407,11,11,residential,0.0,30.0,0.265289
408,11,12,residential,0.0,34.0278,0.312042
409,11,13,residential,0.0,34.1667,0.307837
410,11,14,residential,0.0,39.4444,0.370144
411,11,15,residential,0.0,34.3056,0.313262
412,11,16,residential,0.0,31.3889,0.279849
413,11,17,residential,0.0,23.1944,0.189701
414,11,18,residential,0.0,31.5278,0.284153
415,11,19,residential,0.0,28.4722,0.245327
416,11,20,residential,0.0,25.4167,0.215159
417,11,21,residential,0.0,26.1111,0.221075
418,11,22,residential,0.0,31.8056,0.285545
419,11,23,residential,0.0,30.2778,0.265965
420,11,24,residential,0.0,33.3333,0.299675
421,11,25,residential,0.0,32.2222,0.288434
422,11,26,residential,0.0,31.1111,0.27562
423,11,27,residential,0.0,29.1667,0.255133
424,11,28,residential,0.0,32.0833,0.288268
425,11,29,residential,0.0,31.5278,0.28202
426,11,30,residential,0.0,31.5278,0.279207
427,11,31,residential,0.0,30.4167,0.265583
428,11,32,residential,0.0,30.9722,0.27372
429,11,33,residential,0.0,34.7222,0.313945
430,11,34,residential,0.0,36.8056,0.339654
431,11,35,residential,0.0,29.5833,0.259623
432,12,0,residential,0.0,26.9444,0.231436
433,12,1,residential,0.0,31.8056,0.283409
434,12,2,residential,0.0,28.4722,0.244625
435,12,3,residential,0.0,33.0556,0.295661
436,12,4,residential,0.0,30.4167,0.266819
437,12,5,residential,0.0,32.3611,0.288873
438,12,6,residential,0.0,28.6111,0.249423
439,12,7,residential,0.0,22.9167,0.18564
440,12,8,residential,0.0,39.5833,0.369247
441,12,9,residential,0.0,24.7222,0.202644
442,12,10,residential,0.0,27.5,0.237056
443,12,11,residential,0.0,31.9444,0.283515
444,12,12,residential,0.0,31.8056,0.286648
445,12,13,residential,0.0,26.6667,0.225018
446,12,14,residential,0.0,38.75,0.359551
447,12,15,residential,0.0,37.7778,0.350436
448,12,16,residential,0.0,31.1111,0.275507
449,12,17,residential,0.0,32.3611,0.292582
450,12,18,residential,0.0,31.3889,0.278141
451,12,19,residential,0.0,26.25,0.22448
452,12,20,residential,0.0,33.1944,0.301635
453,12,21,residential,0.0,31.1111,0.280319
454,12,22,residential,0.0,38.1944,0.352215
455,12,23,residential,0.0,28.1944,0.242556
456,12,24,residential,0.0,34.7222,0.318384
457,12,25,residential,0.0,24.5833,0.205284
458,12,26,residential,0.0,26.9444,0.227868
459,12,27,residential,0.0,29.8611,0.261377
460,12,28,residential,0.0,32.5,0.291258
461,12,29,residential,0.0,30.5556,0.26935
462,12,30,residential,0.0,25.6944,0.215682
463,12,31,residential,0.0,27.5,0.237251
464,12,32,residential,0.0,36.5278,0.334933
465,12,33,residential,0.0,29.3056,0.257095
466,12,34,residential,0.0,33.0556,0.297676
467,12,35,residential,0.0,28.0556,0.242157
468,13,0,residential,0.0,32.3611,0.288476
469,13,1,residential,0.0,26.1111,0.219344
470,13,2,residential,0.0,29.1667,0.253257
471,13,3,residential,0.0,27.6389,0.238452
472,13,4,residential,0.0,33.8889,0.307682
473,13,5,residential,0.0,26.8056,0.227685
474,13,6,residential,0.0,27.2222,0.234025
475,13,7,residential,0.0,27.5,0.234345
476,13,8,residential,0.0,26.8056,0.225939
477,13,9,residential,0.0,29.0278,0.254393
478,13,10,residential,0.0,34.3056,0.311598
479,13,11,residential,0.0,34.0278,0.310628
480,13,12,residential,0.0,36.5278,0.333652
481,13,13,residential,0.0,36.5278,0.337456
482,13,14,residential,0.0,34.3056,0.314363
483,13,15,residential,0.0,33.1944,0.301773
484,13,16,residential,0.0,28.6111,0.248896
485,13,17,residential,0.0,31.25,0.279151
486,13,18,residential,0.0,33.1944,0.296219
487,13,19,residential,0.0,31.1111,0.277407
488,13,20,residential,0.0,29.0278,0.251541
489,13,21,residential,0.0,32.0833,0.285847
490,13,22,residential,0.0,29.4444,0.258629
491,13,23,residential,0.0,32.9167,0.297136
492,13,24,residential,0.0,29.3056,0.256774
493,13,25,residential,0.0,30.6944,0.270819
494,13,26,residential,0.0,29.0278,0.251154
495,13,27,residential,0.0,25.8333,0.220251
496,13,28,residential,0.0,35.1389,0.319688
497,13,29,residential,0.0,28.1944,0.244333
498,13,30,residential,0.0,31.25,0.274
499,13,31,residential,0.0,32.9167,0.294103
500,13,32,residential,0.0,33.3333,0.300864
501,13,33,residential,0.0,30.1389,0.26608
502,13,34,residential,0.0,33.3333,0.301438
503,13,35,residential,0.0,33.4722,0.307036
504,14,0,residential,0.0,29.7222,0.257579
505,14,1,residential,0.0,30.2778,0.264029
506,14,2,residential,0.0,30.1389,0.26742
507,14,3,residential,0.0,34.4444,0.311805
508,14,4,residential,0.0,25.8333,0.21901
509,14,5,residential,0.0,31.9444,0.287834
510,14,6,residential,0.0,31.3889,0.28209
511,14,7,residential,0.0,29.3056,0.253904
512,14,8,residential,0.0,22.2222,0.17343
513,14,9,residential,0.0,33.1944,0.299942
514,14,10,residential,0.0,25.2778,0.208577
515,14,11,residential,0.0,31.6667,0.282708
516,14,12,residential,0.0,30.8333,0.268788
517,14,13,residential,0.0,30.8333,0.275926
518,14,14,residential,0.0,33.6111,0.303849
519,14,15,residential,0.0,32.9167,0.295705
520,14,16,residential,0.0,26.6667,0.225972
521,14,17,residential,0.0,95.5556,0.925225
522,14,18,residential,0.0,34.0278,0.30941
523,14,19,residential,0.0,31.25,0.280957
524,14,20,residential,0.0,31.3889,0.280559
525,14,21,residential,0.0,29.1667,0.253596
526,14,22,residential,0.0,30.0,0.263457
527,14,23,residential,0.0,31.1111,0.280015
528,14,24,residential,0.0,30.6944,0.270859
529,14,25,residential,0.0,34.5833,0.315463
530,14,26,residential,0.0,27.2222,0.232218
531,14,27,residential,0.0,32.3611,0.28861
532,14,28,residential,0.0,28.3333,0.241589
533,14,29,residential,0.0,24.1667,0.198659
534,14,30,residential,0.0,32.7778,0.29368
535,14,31,residential,0.0,30.9722,0.274481
536,14,32,residential,0.0,36.1111,0.334574
537,14,33,residential,0.0,35.9722,0.334281
538,14,34,residential,0.0,31.1111,0.274645
539,14,35,residential,0.0,28.6111,0.249173
540,15,0,residential,0.0,31.1111,0.277593
541,15,1,residential,0.0,29.0278,0.253826
542,15,2,residential,0.0,28.1944,0.24295
543,15,3,residential,0.0,37.0833,0.343176
544,15,4,residential,0.0,29.1667,0.2538
545,15,5,residential,0.0,32.5,0.294159
546,15,6,residential,0.0,31.25,0.278687
547,15,7,residential,0.0,28.0556,0.24276
548,15,8,residential,0.0,32.3611,0.29066
549,15,9,residential,0.0,32.5,0.289992
550,15,10,residential,0.0,32.3611,0.291159
551,15,11,residential,0.0,41.1111,0.383771
552,15,12,residential,0.0,31.6667,0.282649
553,15,13,residential,0.0,21.8056,0.168253
554,15,14,residential,0.0,29.3056,0.258816
555,15,15,residential,0.0,26.1111,0.219068
556,15,16,residential,0.0,31.6667,0.28273
557,15,17,residential,0.0,30.2778,0.26579
558,15,18,residential,0.0,32.9167,0.291715
559,15,19,residential,0.0,32.9167,0.297131
560,15,20,residential,0.0,30.1389,0.266225
561,15,21,residential,0.0,34.5833,0.314817
562,15,22,residential,0.0,37.2222,0.342968
563,15,23,residential,0.0,32.2222,0.287543
564,15,24,residential,0.0,35.1389,0.323349
565,15,25,residential,0.0,34.8611,0.315658
566,15,26,residential,0.0,28.3333,0.245732
567,15,27,residential,0.0,22.0833,0.172054
568,15,28,residential,0.0,26.25,0.221552
569,15,29,residential,0.0,32.7778,0.29435
570,15,30,residential,0.0,36.3889,0.335496
571,15,31,residential,0.0,30.6944,0.271763
572,15,32,residential,0.0,27.7778,0.2392
573,15,33,residential,0.0,36.25,0.33457
574,15,34,residential,0.0,31.5278,0.28094
575,15,35,residential,0.0,30.4167,0.270791
576,16,0,residential,0.0,35.9722,0.330056
577,16,1,residential,0.0,29.4444,0.258077
578,16,2,residential,0.0,32.2222,0.286579
579,16,3,residential,0.0,33.1944,0.299956
580,16,4,residential,0.0,35.1389,0.321697
581,16,5,residential,0.0,30.2778,0.267013
582,16,6,residential,0.0,34.5833,0.314644
583,16,7,residential,0.0,31.25,0.28029
584,16,8,residential,0.0,33.75,0.306626
585,16,9,residential,0.0,37.0833,0.339816
586,16,10,residential,0.0,35.0,0.319738
587,16,11,residential,0.0,34.3056,0.312485
588,16,12,residential,0.0,31.5278,0.281977
589,16,13,residential,0.0,28.1944,0.240964
590,16,14,residential,0.0,39.3056,0.368803
591,16,15,residential,0.0,29.8611,0.260666
592,16,16,residential,0.0,23.6111,0.191398
593,16,17,residential,0.0,33.0556,0.298144
594,16,18,residential,0.0,27.3611,0.233641
595,16,19,residential,0.0,27.0833,0.231597
596,16,20,residential,0.0,31.9444,0.287108
597,16,21,residential,0.0,25.1389,0.209106
598,16,22,residential,0.0,33.4722,0.302916
599,16,23,residential,0.0,33.1944,0.297905
600,16,24,residential,0.0,33.0556,0.297117
601,16,25,residential,0.0,30.4167,0.266269
602,16,26,residential,0.0,24.0278,0.196833
603,16,27,residential,0.0,32.9167,0.297247
604,16,28,residential,0.0,27.0833,0.231287
605,16,29,residential,0.0,36.9444,0.344596
606,16,30,residential,0.0,44.1667,0.415157
607,16,31,residential,0.0,28.75,0.249353
608,16,32,residential,0.0,36.6667,0.337657
