id,row,col,building_type,norm,alive_percent,resilience
609,16,33,residential,0.0,29.7222,0.260237
610,16,34,residential,0.0,31.25,0.27666
611,16,35,residential,0.0,38.0556,0.351823
612,17,0,residential,0.0,30.6944,0.272107
613,17,1,residential,0.0,30.9722,0.27594
614,17,2,residential,0.0,27.9167,0.238996
615,17,3,residential,0.0,26.25,0.220578
616,17,4,residential,0.0,35.2778,0.321361
617,17,5,residential,0.0,27.3611,0.232399
618,17,6,residential,0.0,37.3611,0.345771
619,17,7,residential,0.0,33.0556,0.300357
620,17,8,residential,0.0,34.7222,0.312278
621,17,9,residential,0.0,30.6944,0.273913
622,17,10,residential,0.0,31.3889,0.280774
623,17,11,residential,0.0,38.75,0.357989
624,17,12,residential,0.0,30.8333,0.274709
625,17,13,residential,0.0,25.9722,0.216934
626,17,14,residential,0.0,29.4444,0.254439
627,17,15,residential,0.0,31.8056,0.285569
628,17,16,residential,0.0,33.75,0.307746
629,17,17,residential,0.0,35.6944,0.330202
630,17,18,residential,0.0,26.8056,0.225941
631,17,19,residential,0.0,27.2222,0.233759
632,17,20,residential,0.0,30.0,0.262223
633,17,21,residential,0.0,31.8056,0.284558
634,17,22,residential,0.0,31.25,0.274922
635,17,23,residential,0.0,29.8611,0.260608
636,17,24,residential,0.0,34.8611,0.320245
637,17,25,residential,0.0,28.4722,0.245943
638,17,26,residential,0.0,29.0278,0.251772
639,17,27,residential,0.0,29.3056,0.253945
640,17,28,residential,0.0,30.8333,0.270512
641,17,29,residential,0.0,32.9167,0.296679
642,17,30,residential,0.0,39.8611,0.372733
643,17,31,residential,0.0,35.0,0.31884
644,17,32,residential,0.0,30.0,0.263324
645,17,33,residential,0.0,31.1111,0.272495
646,17,34,residential,0.0,34.0278,0.310827
647,17,35,residential,0.0,30.9722,0.276745
648,18,0,residential,0.0,22.0833,0.17871
649,18,1,residential,0.0,27.0833,0.231793
650,18,2,residential,0.0,30.6944,0.269511
651,18,3,residential,0.0,29.0278,0.253119
652,18,4,residential,0.0,31.3889,0.281057
653,18,5,residential,0.0,28.4722,0.243802
654,18,6,residential,0.0,29.3056,0.256742
655,18,7,residential,0.0,30.5556,0.268135
656,18,8,residential,0.0,33.8889,0.307868
657,18,9,residential,0.0,35.1389,0.322788
658,18,10,residential,0.0,33.6111,0.30892
659,18,11,residential,0.0,37.9167,0.352468
660,18,12,residential,0.0,33.1944,0.30027
661,18,13,residential,0.0,26.3889,0.219029
662,18,14,residential,0.0,26.3889,0.2257
663,18,15,residential,0.0,29.1667,0.255266
664,18,16,residential,0.0,32.3611,0.291295
665,18,17,residential,0.0,23.1944,0.18539
666,18,18,residential,0.0,28.75,0.253216
667,18,19,residential,0.0,37.2222,0.345188
668,18,20,residential,0.0,30.1389,0.263141
669,18,21,residential,0.0,27.6389,0.236153
670,18,22,residential,0.0,23.8889,0.196445
671,18,23,residential,0.0,31.25,0.275664
672,18,24,residential,0.0,29.0278,0.251365
673,18,25,residential,0.0,35.1389,0.319446
674,18,26,residential,0.0,37.2222,0.344347
675,18,27,residential,0.0,31.5278,0.281658
676,18,28,residential,0.0,28.6111,0.250478
677,18,29,residential,0.0,37.0833,0.342145
678,18,30,residential,0.0,30.2778,0.263903
679,18,31,residential,0.0,26.1111,0.222459
680,18,32,residential,0.0,22.9167,0.186695
681,18,33,residential,0.0,30.1389,0.263712
682,18,34,residential,0.0,32.7778,0.293995
683,18,35,residential,0.0,26.3889,0.22632
684,19,0,residential,0.0,38.0556,0.352905
685,19,1,residential,0.0,30.1389,0.266364
686,19,2,residential,0.0,34.1667,0.309538
687,19,3,residential,0.0,32.7778,0.29501
688,19,4,residential,0.0,31.8056,0.284431
689,19,5,residential,0.0,35.2778,0.323344
690,19,6,residential,0.0,26.1111,0.222095
691,19,7,residential,0.0,30.0,0.26302
692,19,8,residential,0.0,30.1389,0.266938
693,19,9,residential,0.0,33.6111,0.306035
694,19,10,residential,0.0,28.0556,0.243262
695,19,11,residential,0.0,32.7778,0.293299
696,19,12,residential,0.0,26.9444,0.225344
697,19,13,residential,0.0,30.1389,0.263092
698,19,14,residential,0.0,38.0556,0.354372
699,19,15,residential,0.0,30.6944,0.267901
700,19,16,residential,0.0,96.1111,0.958741
701,19,17,residential,0.0,30.8333,0.272589
702,19,18,residential,0.0,31.5278,0.281525
703,19,19,residential,0.0,36.9444,0.343892
704,19,20,residential,0.0,34.1667,0.313819
705,19,21,residential,0.0,33.1944,0.298956
706,19,22,residential,0.0,26.9444,0.231107
707,19,23,residential,0.0,34.3056,0.312899
708,19,24,residential,0.0,26.3889,0.224084
709,19,25,residential,0.0,27.6389,0.23526
710,19,26,residential,0.0,35.0,0.319684
711,19,27,residential,0.0,29.5833,0.257663
712,19,28,residential,0.0,34.8611,0.317001
713,19,29,residential,0.0,31.5278,0.282812
714,19,30,residential,0.0,35.2778,0.322513
715,19,31,residential,0.0,31.6667,0.283434
716,19,32,residential,0.0,31.1111,0.278963
717,19,33,residential,0.0,33.3333,0.299999
718,19,34,residential,0.0,30.6944,0.27125
719,19,35,residential,0.0,30.6944,0.271994
720,20,0,residential,0.0,26.8056,0.224935
721,20,1,residential,0.0,27.6389,0.234976
722,20,2,residential,0.0,28.75,0.24968
723,20,3,residential,0.0,35.9722,0.333036
724,20,4,residential,0.0,34.4444,0.311961
725,20,5,residential,0.0,35.5556,0.325661
726,20,6,residential,0.0,24.5833,0.201474
727,20,7,residential,0.0,32.9167,0.298233
728,20,8,residential,0.0,33.3333,0.302472
729,20,9,residential,0.0,33.4722,0.301108
730,20,10,residential,0.0,36.5278,0.337363
731,20,11,residential,0.0,33.1944,0.296734
732,20,12,residential,0.0,34.7222,0.316059
733,20,13,residential,0.0,32.2222,0.288125
734,20,14,residential,0.0,33.0556,0.29706
735,20,15,residential,0.0,32.6389,0.292871
736,20,16,residential,0.0,27.6389,0.23964
737,20,17,residential,0.0,29.0278,0.251947
738,20,18,residential,0.0,29.3056,0.259344
739,20,19,residential,0.0,31.25,0.276668
740,20,20,residential,0.0,31.5278,0.282228
741,20,21,residential,0.0,30.1389,0.265693
742,20,22,residential,0.0,29.7222,0.259128
743,20,23,residential,0.0,31.3889,0.279456
744,20,24,residential,0.0,37.5,0.343873
745,20,25,residential,0.0,30.4167,0.26786
746,20,26,residential,0.0,30.0,0.261395
747,20,27,residential,0.0,25.1389,0.212317
748,20,28,residential,0.0,28.75,0.252109
749,20,29,residential,0.0,30.2778,0.269866
750,20,30,residential,0.0,30.9722,0.273753
751,20,31,residential,0.0,36.3889,0.336733
752,20,32,residential,0.0,31.3889,0.280906
753,20,33,residential,0.0,24.8611,0.207631
754,20,34,residential,0.0,27.6389,0.240304
755,20,35,residential,0.0,35.4167,0.325046
756,21,0,residential,0.0,32.9167,0.297002
757,21,1,residential,0.0,30.4167,0.27033
758,21,2,residential,0.0,27.5,0.24085
759,21,3,residential,0.0,21.5278,0.159732
760,21,4,residential,0.0,23.1944,0.190157
761,21,5,residential,0.0,33.1944,0.300436
762,21,6,residential,0.0,29.7222,0.262474
763,21,7,residential,0.0,32.5,0.289537
764,21,8,residential,0.0,31.5278,0.282391
765,21,9,residential,0.0,33.8889,0.308663
766,21,10,residential,0.0,30.6944,0.269296
767,21,11,residential,0.0,28.3333,0.246349
768,21,12,residential,0.0,29.1667,0.256293
769,21,13,residential,0.0,31.8056,0.282453
770,21,14,residential,0.0,31.1111,0.278083
771,21,15,residential,0.0,30.8333,0.273116
772,21,16,residential,0.0,28.3333,0.244989
773,21,17,residential,0.0,25.1389,0.210837
774,21,18,residential,0.0,30.2778,0.267193
775,21,19,residential,0.0,29.1667,0.254656
776,21,20,residential,0.0,30.8333,0.2703
777,21,21,residential,0.0,31.1111,0.276127
778,21,22,residential,0.0,31.9444,0.286832
779,21,23,residential,0.0,30.8333,0.269959
780,21,24,residential,0.0,31.25,0.280107
781,21,25,residential,0.0,28.1944,0.246656
782,21,26,residential,0.0,33.0556,0.296725
783,21,27,residential,0.0,32.6389,0.291063
784,21,28,residential,0.0,37.9167,0.351803
785,21,29,residential,0.0,30.9722,0.273783
786,21,30,residential,0.0,26.9444,0.230053
787,21,31,residential,0.0,32.2222,0.287083
788,21,32,residential,0.0,30.1389,0.264193
789,21,33,residential,0.0,35.2778,0.322083
790,21,34,residential,0.0,34.1667,0.310696
791,21,35,residential,0.0,33.4722,0.302039
792,22,0,residential,0.0,25.1389,0.211607
793,22,1,residential,0.0,25.9722,0.216388
794,22,2,residential,0.0,29.0278,0.253773
795,22,3,residential,0.0,34.3056,0.312693
796,22,4,residential,0.0,36.6667,0.340367
797,22,5,residential,0.0,29.5833,0.263257
798,22,6,residential,0.0,28.6111,0.250692
799,22,7,residential,0.0,22.5,0.178668
800,22,8,residential,0.0,29.0278,0.25344
801,22,9,residential,0.0,30.4167,0.265826
802,22,10,residential,0.0,31.5278,0.281636
803,22,11,residential,0.0,30.6944,0.272706
804,22,12,residential,0.0,32.6389,0.294139
805,22,13,residential,0.0,33.6111,0.308062
806,22,14,residential,0.0,29.3056,0.254106
807,22,15,residential,0.0,24.1667,0.198173
808,22,16,residential,0.0,32.2222,0.288845
809,22,17,residential,0.0,34.0278,0.3085
810,22,18,residential,0.0,32.0833,0.286719
811,22,19,residential,0.0,25.5556,0.216869
812,22,20,residential,0.0,25.0,0.20761
813,22,21,residential,0.0,24.1667,0.198373
814,22,22,residential,0.0,32.5,0.293112
815,22,23,residential,0.0,27.5,0.238018
816,22,24,residential,0.0,28.3333,0.247578
817,22,25,residential,0.0,29.3056,0.256325
818,22,26,residential,0.0,30.8333,0.273363
819,22,27,residential,0.0,33.4722,0.305281
820,22,28,residential,0.0,37.2222,0.344997
821,22,29,residential,0.0,33.4722,0.302848
822,22,30,residential,0.0,29.0278,0.252759
823,22,31,residential,0.0,33.0556,0.295821
824,22,32,residential,0.0,32.5,0.289436
825,22,33,residential,0.0,29.4444,0.257293
826,22,34,residential,0.0,30.9722,0.273316
827,22,35,residential,0.0,28.75,0.249819
828,23,0,residential,0.0,31.6667,0.283701
829,23,1,residential,0.0,28.6111,0.24709
830,23,2,residential,0.0,27.3611,0.235179
831,23,3,residential,0.0,44.3056,0.415797
832,23,4,residential,0.0,32.6389,0.293783
833,23,5,residential,0.0,29.3056,0.257445
834,23,6,residential,0.0,33.6111,0.306487
835,23,7,residential,0.0,36.9444,0.340412
836,23,8,residential,0.0,35.2778,0.322905
837,23,9,residential,0.0,28.75,0.251847
838,23,10,residential,0.0,22.9167,0.183322
839,23,11,residential,0.0,30.4167,0.268478
840,23,12,residential,0.0,35.0,0.317005
841,23,13,residential,0.0,29.8611,0.26098
842,23,14,residential,0.0,32.9167,0.296493
843,23,15,residential,0.0,31.5278,0.281477
844,23,16,residential,0.0,25.2778,0.210345
845,23,17,residential,0.0,33.0556,0.299489
846,23,18,residential,0.0,32.6389,0.293177
847,23,19,residential,0.0,28.4722,0.246728
848,23,20,residential,0.0,31.8056,0.285225
849,23,21,residential,0.0,31.3889,0.281416
850,23,22,residential,0.0,30.4167,0.270628
851,23,23,residential,0.0,30.6944,0.270445
852,23,24,residential,0.0,36.5278,0.335053
853,23,25,residential,0.0,32.7778,0.295406
854,23,26,residential,0.0,31.25,0.277163
855,23,27,residential,0.0,28.1944,0.242908
856,23,28,residential,0.0,31.5278,0.281772
857,23,29,residential,0.0,33.3333,0.302728
858,23,30,residential,0.0,35.1389,0.323394
859,23,31,residential,0.0,23.1944,0.184004
860,23,32,residential,0.0,30.9722,0.270624
861,23,33,residential,0.0,31.25,0.281538
862,23,34,residential,0.0,30.4167,0.265319
863,23,35,residential,0.0,24.7222,0.206103
864,24,0,residential,0.0,22.3611,0.172444
865,24,1,residential,0.0,25.5556,0.215216
866,24,2,residential,0.0,33.4722,0.304235
867,24,3,residential,0.0,29.0278,0.254089
868,24,4,residential,0.0,26.3889,0.223657
869,24,5,residential,0.0,30.6944,0.27187
870,24,6,residential,0.0,24.7222,0.204394
871,24,7,residential,0.0,38.0556,0.35202
872,24,8,residential,0.0,29.0278,0.252334
873,24,9,residential,0.0,96.1111,0.958186
874,24,10,residential,0.0,27.3611,0.236177
875,24,11,residential,0.0,34.8611,0.318795
876,24,12,residential,0.0,27.3611,0.234345
877,24,13,residential,0.0,95.8333,0.9495
878,24,14,residential,0.0,26.6667,0.228956
879,24,15,residential,0.0,28.1944,0.242342
880,24,16,residential,0.0,26.25,0.21946
881,24,17,residential,0.0,31.3889,0.280567
882,24,18,residential,0.0,29.1667,0.255523
883,24,19,residential,0.0,26.9444,0.229199
884,24,20,residential,0.0,30.4167,0.266386
885,24,21,residential,0.0,35.2778,0.322153
886,24,22,residential,0.0,28.6111,0.247618
887,24,23,residential,0.0,27.9167,0.243617
888,24,24,residential,0.0,34.7222,0.317095
889,24,25,residential,0.0,30.5556,0.271464
890,24,26,residential,0.0,27.6389,0.234769
891,24,27,residential,0.0,25.9722,0.220283
892,24,28,residential,0.0,33.1944,0.296901
893,24,29,residential,0.0,27.9167,0.241095
894,24,30,residential,0.0,30.4167,0.269692
895,24,31,residential,0.0,25.4167,0.215602
896,24,32,residential,0.0,35.1389,0.320975
897,24,33,residential,0.0,31.9444,0.283743
898,24,34,residential,0.0,32.3611,0.291693
899,24,35,residential,0.0,30.5556,0.268047
900,25,0,residential,0.0,32.0833,0.287678
901,25,1,residential,0.0,29.0278,0.254477
902,25,2,residential,0.0,36.9444,0.340332
903,25,3,residential,0.0,30.0,0.263331
904,25,4,residential,0.0,33.3333,0.303586
905,25,5,residential,0.0,33.75,0.305961
906,25,6,residential,0.0,29.4444,0.25939
907,25,7,residential,0.0,28.75,0.250112
908,25,8,residential,0.0,24.0278,0.200826
909,25,9,residential,0.0,28.4722,0.247376
910,25,10,residential,0.0,30.2778,0.268594
911,25,11,residential,0.0,32.2222,0.291431
912,25,12,residential,0.0,36.9444,0.339359
913,25,13,residential,0.0,33.1944,0.297677
914,25,14,residential,0.0,31.6667,0.283125
915,25,15,residential,0.0,31.1111,0.276872
916,25,16,residential,0.0,25.2778,0.209452
917,25,17,residential,0.0,31.5278,0.282636
918,25,18,residential,0.0,41.9444,0.395943
919,25,19,residential,0.0,26.3889,0.226562
920,25,20,residential,0.0,27.3611,0.23313
921,25,21,residential,0.0,25.1389,0.207345
922,25,22,residential,0.0,37.3611,0.34662
923,25,23,residential,0.0,26.6667,0.230476
924,25,24,residential,0.0,33.1944,0.29877
925,25,25,residential,0.0,27.9167,0.241016
926,25,26,residential,0.0,37.6389,0.350459
927,25,27,residential,0.0,27.2222,0.234472
928,25,28,residential,0.0,31.9444,0.288843
929,25,29,residential,0.0,31.25,0.280565
930,25,30,residential,0.0,34.7222,0.315881
931,25,31,residential,0.0,35.5556,0.326095
932,25,32,residential,0.0,34.0278,0.309557
933,25,33,residential,0.0,33.75,0.302929
934,25,34,residential,0.0,32.7778,0.293505
935,25,35,residential,0.0,27.3611,0.232017
936,26,0,residential,0.0,28.1944,0.244059
937,26,1,residential,0.0,29.3056,0.255579
938,26,2,residential,0.0,28.75,0.251526
939,26,3,residential,0.0,32.5,0.291576
940,26,4,residential,0.0,26.25,0.220783
941,26,5,residential,0.0,29.4444,0.255175
942,26,6,residential,0.0,34.8611,0.320439
943,26,7,residential,0.0,27.9167,0.240615
944,26,8,residential,0.0,31.5278,0.280716
945,26,9,residential,0.0,29.5833,0.260351
946,26,10,residential,0.0,26.25,0.221728
947,26,11,residential,0.0,30.6944,0.269526
948,26,12,residential,0.0,27.6389,0.233648
949,26,13,residential,0.0,30.8333,0.271459
950,26,14,residential,0.0,21.8056,0.164989
951,26,15,residential,0.0,34.1667,0.31115
952,26,16,residential,0.0,32.6389,0.290528
953,26,17,residential,0.0,32.6389,0.292161
954,26,18,residential,0.0,32.9167,0.296606
955,26,19,residential,0.0,30.4167,0.26887
956,26,20,residential,0.0,33.8889,0.30837
957,26,21,residential,0.0,32.5,0.292937
958,26,22,residential,0.0,36.5278,0.336087
959,26,23,residential,0.0,23.0556,0.18704
960,26,24,residential,0.0,31.25,0.27833
961,26,25,residential,0.0,30.1389,0.266799
962,26,26,residential,0.0,28.3333,0.245293
963,26,27,residential,0.0,30.4167,0.267904
964,26,28,residential,0.0,34.5833,0.316369
965,26,29,residential,0.0,42.3611,0.399716
966,26,30,residential,0.0,34.3056,0.314432
967,26,31,residential,0.0,31.6667,0.281473
968,26,32,residential,0.0,30.8333,0.272101
969,26,33,residential,0.0,30.2778,0.263847
970,26,34,residential,0.0,28.6111,0.2527
971,26,35,residential,0.0,36.6667,0.338827
972,27,0,residential,0.0,27.7778,0.239861
973,27,1,residential,0.0,28.3333,0.243178
974,27,2,residential,0.0,30.4167,0.265297
975,27,3,residential,0.0,96.1111,0.957811
976,27,4,residential,0.0,26.8056,0.229952
977,27,5,residential,0.0,30.9722,0.275406
978,27,6,residential,0.0,21.6667,0.162993
979,27,7,residential,0.0,29.1667,0.252179
980,27,8,residential,0.0,31.5278,0.280118
981,27,9,residential,0.0,23.3333,0.18826
982,27,10,residential,0.0,34.7222,0.316416
983,27,11,residential,0.0,34.3056,0.309922
984,27,12,residential,0.0,27.5,0.236966
985,27,13,residential,0.0,36.8056,0.337607
986,27,14,residential,0.0,33.6111,0.304783
987,27,15,residential,0.0,29.0278,0.252139
988,27,16,residential,0.0,32.0833,0.286088
989,27,17,residential,0.0,28.4722,0.245221
990,27,18,residential,0.0,25.5556,0.213174
991,27,19,residential,0.0,31.1111,0.274067
992,27,20,residential,0.0,33.4722,0.305143
993,27,21,residential,0.0,31.6667,0.280378
994,27,22,residential,0.0,30.0,0.263358
995,27,23,residential,0.0,28.6111,0.24661
996,27,24,residential,0.0,24.4444,0.204704
997,27,25,residential,0.0,29.7222,0.26093
998,27,26,residential,0.0,30.6944,0.271135
999,27,27,residential,0.0,31.6667,0.282795
1000,27,28,residential,0.0,33.6111,0.308691
1001,27,29,residential,0.0,35.0,0.31841
1002,27,30,residential,0.0,44.3056,0.415677
1003,27,31,residential,0.0,28.8889,0.248867
1004,27,32,residential,0.0,29.4444,0.256052
1005,27,33,residential,0.0,35.2778,0.324001
1006,27,34,residential,0.0,28.0556,0.241133
1007,27,35,residential,0.0,35.4167,0.322746
1008,28,0,residential,0.0,30.0,0.265705
1009,28,1,residential,0.0,25.8333,0.219071
1010,28,2,residential,0.0,42.2222,0.397156
1011,28,3,residential,0.0,30.0,0.264226
1012,28,4,residential,0.0,29.7222,0.258812
1013,28,5,residential,0.0,32.6389,0.292298
1014,28,6,residential,0.0,37.3611,0.344118
1015,28,7,residential,0.0,31.5278,0.283766
1016,28,8,residential,0.0,24.0278,0.198054
1017,28,9,residential,0.0,29.7222,0.265123
1018,28,10,residential,0.0,33.3333,0.305452
1019,28,11,residential,0.0,31.8056,0.286648
1020,28,12,residential,0.0,45.5556,0.42976
1021,28,13,residential,0.0,33.1944,0.302236
1022,28,14,residential,0.0,32.9167,0.295447
1023,28,15,residential,0.0,30.4167,0.267686
1024,28,16,residential,0.0,95.6944,0.920997
1025,28,17,residential,0.0,39.3056,0.366302
1026,28,18,residential,0.0,28.4722,0.248363
1027,28,19,residential,0.0,33.1944,0.299321
1028,28,20,residential,0.0,32.7778,0.295592
1029,28,21,residential,0.0,31.1111,0.27546
1030,28,22,residential,0.0,96.25,0.959228
1031,28,23,residential,0.0,45.1389,0.425709
1032,28,24,residential,0.0,29.1667,0.25649
1033,28,25,residential,0.0,35.1389,0.319669
1034,28,26,residential,0.0,27.5,0.23488
1035,28,27,residential,0.0,27.7778,0.239594
1036,28,28,residential,0.0,35.8333,0.32928
1037,28,29,residential,0.0,29.0278,0.255034
1038,28,30,residential,0.0,32.3611,0.28823
1039,28,31,residential,0.0,34.0278,0.311951
1040,28,32,residential,0.0,28.1944,0.243645
1041,28,33,residential,0.0,36.9444,0.33995
1042,28,34,residential,0.0,25.2778,0.211467
1043,28,35,residential,0.0,30.6944,0.269911
1044,29,0,residential,0.0,30.5556,0.270293
1045,29,1,residential,0.0,30.8333,0.273666
1046,29,2,residential,0.0,32.0833,0.2867
1047,29,3,residential,0.0,25.8333,0.220762
1048,29,4,residential,0.0,41.25,0.384714
1049,29,5,residential,0.0,30.2778,0.267507
1050,29,6,residential,0.0,21.3889,0.165769
1051,29,7,residential,0.0,25.6944,0.216425
1052,29,8,residential,0.0,32.3611,0.289992
1053,29,9,residential,0.0,32.7778,0.295966
1054,29,10,residential,0.0,22.6389,0.176315
1055,29,11,residential,0.0,38.0556,0.353982
1056,29,12,residential,0.0,28.4722,0.248138
1057,29,13,residential,0.0,30.9722,0.276308
1058,29,14,residential,0.0,34.7222,0.317837
1059,29,15,residential,0.0,31.5278,0.281674
1060,29,16,residential,0.0,34.1667,0.309838
1061,29,17,residential,0.0,30.9722,0.273544
1062,29,18,residential,0.0,29.0278,0.253467
1063,29,19,residential,0.0,37.5,0.345807
1064,29,20,residential,0.0,24.7222,0.207153
1065,29,21,residential,0.0,30.9722,0.276111
1066,29,22,residential,0.0,31.6667,0.282259
1067,29,23,residential,0.0,31.9444,0.289477
1068,29,24,residential,0.0,43.8889,0.413973
1069,29,25,residential,0.0,32.2222,0.286965
1070,29,26,residential,0.0,27.5,0.234257
1071,29,27,residential,0.0,31.1111,0.274469
1072,29,28,residential,0.0,32.7778,0.292415
1073,29,29,residential,0.0,29.3056,0.256221
1074,29,30,residential,0.0,29.7222,0.25907
1075,29,31,residential,0.0,31.3889,0.282332
1076,29,32,residential,0.0,96.25,0.958889
1077,29,33,residential,0.0,29.0278,0.250956
1078,29,34,residential,0.0,30.8333,0.270795
1079,29,35,residential,0.0,34.3056,0.312482
1080,30,0,residential,0.0,32.6389,0.293374
1081,30,1,residential,0.0,41.9444,0.394406
1082,30,2,residential,0.0,31.3889,0.28096
1083,30,3,residential,0.0,39.7222,0.368315
1084,30,4,residential,0.0,31.1111,0.278744
1085,30,5,residential,0.0,30.6944,0.271608
1086,30,6,residential,0.0,32.9167,0.295201
1087,30,7,residential,0.0,27.0833,0.231926
1088,30,8,residential,0.0,29.3056,0.254773
1089,30,9,residential,0.0,29.7222,0.260569
1090,30,10,residential,0.0,33.3333,0.301377
1091,30,11,residential,0.0,24.4444,0.203842
1092,30,12,residential,0.0,30.2778,0.265361
1093,30,13,residential,0.0,37.3611,0.34403
1094,30,14,residential,0.0,34.5833,0.315288
1095,30,15,residential,0.0,27.0833,0.229898
1096,30,16,residential,0.0,22.7778,0.184351
1097,30,17,residential,0.0,40.0,0.376022
1098,30,18,residential,0.0,36.9444,0.339294
1099,30,19,residential,0.0,31.9444,0.28182
1100,30,20,residential,0.0,27.6389,0.238739
1101,30,21,residential,0.0,30.4167,0.266089
1102,30,22,residential,0.0,29.1667,0.254228
1103,30,23,residential,0.0,31.1111,0.272315
1104,30,24,residential,0.0,28.1944,0.244176
1105,30,25,residential,0.0,29.0278,0.253686
1106,30,26,residential,0.0,25.5556,0.215735
1107,30,27,residential,0.0,24.0278,0.196364
1108,30,28,residential,0.0,35.0,0.321481
1109,30,29,residential,0.0,28.6111,0.248488
1110,30,30,residential,0.0,31.6667,0.282118
1111,30,31,residential,0.0,28.1944,0.243144
1112,30,32,residential,0.0,37.5,0.348378
1113,30,33,residential,0.0,33.0556,0.29702
1114,30,34,residential,0.0,35.9722,0.332006
1115,30,35,residential,0.0,27.5,0.23363
1116,31,0,residential,0.0,45.6944,0.431666
1117,31,1,residential,0.0,29.0278,0.252954
1118,31,2,residential,0.0,95.9722,0.953713
1119,31,3,residential,0.0,96.3889,0.960478
1120,31,4,residential,0.0,32.5,0.29339
1121,31,5,residential,0.0,33.0556,0.301003
1122,31,6,residential,0.0,25.8333,0.221433
1123,31,7,residential,0.0,26.6667,0.226147
1124,31,8,residential,0.0,31.1111,0.277046
1125,31,9,residential,0.0,35.9722,0.332144
1126,31,10,residential,0.0,24.7222,0.203549
1127,31,11,residential,0.0,26.25,0.221005
1128,31,12,residential,0.0,32.7778,0.292472
1129,31,13,residential,0.0,29.5833,0.258059
1130,31,14,residential,0.0,29.7222,0.261625
1131,31,15,residential,0.0,38.6111,0.356571
1132,31,16,residential,0.0,24.1667,0.199833
1133,31,17,residential,0.0,31.5278,0.276845
1134,31,18,residential,0.0,29.0278,0.252469
1135,31,19,residential,0.0,31.1111,0.275256
1136,31,20,residential,0.0,30.4167,0.266247
1137,31,21,residential,0.0,28.4722,0.247389
1138,31,22,residential,0.0,36.8056,0.340347
1139,31,23,residential,0.0,30.2778,0.266284
1140,31,24,residential,0.0,31.1111,0.278392
1141,31,25,residential,0.0,30.5556,0.270133
1142,31,26,residential,0.0,37.7778,0.351431
1143,31,27,residential,0.0,34.7222,0.316836
1144,31,28,residential,0.0,34.7222,0.319145
1145,31,29,residential,0.0,29.8611,0.263742
1146,31,30,residential,0.0,31.6667,0.282247
1147,31,31,residential,0.0,31.8056,0.285699
1148,31,32,residential,0.0,26.3889,0.224979
1149,31,33,residential,0.0,34.5833,0.318436
1150,31,34,residential,0.0,37.0833,0.342093
1151,31,35,residential,0.0,33.3333,0.301252
1152,32,0,residential,0.0,32.5,0.292883
1153,32,1,residential,0.0,35.4167,0.324959
1154,32,2,residential,0.0,32.2222,0.287921
1155,32,3,residential,0.0,36.25,0.33118
1156,32,4,residential,0.0,26.5278,0.226761
1157,32,5,residential,0.0,26.25,0.221852
1158,32,6,residential,0.0,32.9167,0.292396
1159,32,7,residential,0.0,28.8889,0.251255
1160,32,8,residential,0.0,36.1111,0.332202
1161,32,9,residential,0.0,24.7222,0.207417
1162,32,10,residential,0.0,33.3333,0.303573
1163,32,11,residential,0.0,27.2222,0.232987
1164,32,12,residential,0.0,37.0833,0.34391
1165,32,13,residential,0.0,29.8611,0.262885
1166,32,14,residential,0.0,31.9444,0.289074
1167,32,15,residential,0.0,30.8333,0.273289
1168,32,16,residential,0.0,21.8056,0.161883
1169,32,17,residential,0.0,31.1111,0.277304
1170,32,18,residential,0.0,21.5278,0.157164
1171,32,19,residential,0.0,35.0,0.321694
1172,32,20,residential,0.0,28.8889,0.248843
1173,32,21,residential,0.0,37.5,0.346917
1174,32,22,residential,0.0,35.0,0.319931
1175,32,23,residential,0.0,29.4444,0.261529
1176,32,24,residential,0.0,21.5278,0.159018
1177,32,25,residential,0.0,29.0278,0.251702
1178,32,26,residential,0.0,30.0,0.263199
1179,32,27,residential,0.0,32.3611,0.290822
1180,32,28,residential,0.0,22.7778,0.1874
1181,32,29,residential,0.0,31.1111,0.27395
1182,32,30,residential,0.0,30.4167,0.267339
1183,32,31,residential,0.0,33.75,0.309169
1184,32,32,residential,0.0,32.5,0.296144
1185,32,33,residential,0.0,35.9722,0.331715
1186,32,34,residential,0.0,31.25,0.282079
1187,32,35,residential,0.0,32.0833,0.288626
1188,33,0,residential,0.0,31.25,0.278778
1189,33,1,residential,0.0,43.3333,0.408237
1190,33,2,residential,0.0,30.8333,0.270456
1191,33,3,residential,0.0,34.1667,0.308961
1192,33,4,residential,0.0,31.6667,0.285367
1193,33,5,residential,0.0,31.25,0.279061
1194,33,6,residential,0.0,37.9167,0.353778
1195,33,7,residential,0.0,29.0278,0.256529
1196,33,8,residential,0.0,30.9722,0.271899
1197,33,9,residential,0.0,27.6389,0.238666
1198,33,10,residential,0.0,32.5,0.290513
1199,33,11,residential,0.0,33.3333,0.302521
1200,33,12,residential,0.0,35.5556,0.325856
1201,33,13,residential,0.0,28.4722,0.24596
1202,33,14,residential,0.0,31.6667,0.284959
1203,33,15,residential,0.0,30.6944,0.26864
1204,33,16,residential,0.0,29.8611,0.265912
1205,33,17,residential,0.0,27.9167,0.242603
1206,33,18,residential,0.0,32.7778,0.29418
1207,33,19,residential,0.0,33.75,0.306674
1208,33,20,residential,0.0,32.6389,0.292005
1209,33,21,residential,0.0,32.6389,0.292879
