hour,time,alive_percent,q_t,resilience
507,2025-01-22 02:00,81.6358,0.807196,0.844318
508,2025-01-22 03:00,79.4753,0.792011,0.844215
509,2025-01-22 04:00,79.0123,0.789448,0.844108
510,2025-01-22 05:00,78.7809,0.785078,0.843992
511,2025-01-22 06:00,77.7006,0.7756,0.843858
512,2025-01-22 07:00,100.0,0.816069,0.843804
513,2025-01-22 08:00,100.0,0.925452,0.843963
514,2025-01-22 09:00,100.0,0.992711,0.844252
515,2025-01-22 10:00,100.0,0.999032,0.844553
516,2025-01-22 11:00,100.0,1.0,0.844854
517,2025-01-22 12:00,100.0,1.0,0.845154
518,2025-01-22 13:00,100.0,1.0,0.845453
519,2025-01-22 14:00,100.0,1.0,0.845751
520,2025-01-22 15:00,100.0,1.0,0.846047
521,2025-01-22 16:00,100.0,1.0,0.846343
522,2025-01-22 17:00,100.0,1.0,0.846637
523,2025-01-22 18:00,100.0,0.997314,0.846925
524,2025-01-22 19:00,98.534,0.969529,0.847159
525,2025-01-22 20:00,96.4506,0.922215,0.847302
526,2025-01-22 21:00,90.2778,0.902201,0.847407
527,2025-01-22 22:00,90.2006,0.889137,0.847486
528,2025-01-22 23:00,88.3488,0.883488,0.847554
529,2025-01-23 00:00,88.3488,0.881475,0.847618
530,2025-01-23 01:00,87.8858,0.875407,0.847671
531,2025-01-23 02:00,87.3457,0.870464,0.847714
532,2025-01-23 03:00,86.4969,0.861839,0.84774
533,2025-01-23 04:00,85.8025,0.855582,0.847755
534,2025-01-23 05:00,85.1852,0.843107,0.847746
535,2025-01-23 06:00,83.9506,0.838431,0.847729
536,2025-01-23 07:00,100.0,0.84897,0.847731
537,2025-01-23 08:00,100.0,0.913935,0.847854
538,2025-01-23 09:00,100.0,0.985298,0.84811
539,2025-01-23 10:00,100.0,0.998494,0.848389
540,2025-01-23 11:00,100.0,1.0,0.84867
541,2025-01-23 12:00,100.0,1.0,0.848949
542,2025-01-23 13:00,100.0,1.0,0.849228
543,2025-01-23 14:00,100.0,1.0,0.849506
544,2025-01-23 15:00,100.0,1.0,0.849782
545,2025-01-23 16:00,100.0,1.0,0.850058
546,2025-01-23 17:00,100.0,1.0,0.850333
547,2025-01-23 18:00,100.0,0.996785,0.8506
548,2025-01-23 19:00,98.1481,0.979281,0.850835
549,2025-01-23 20:00,97.8395,0.965864,0.851045
550,2025-01-23 21:00,96.3735,0.963126,0.851248
551,2025-01-23 22:00,96.2191,0.947627,0.851423
552,2025-01-23 23:00,94.4444,0.892158,0.851497
553,2025-01-24 00:00,88.3488,0.87975,0.851548
554,2025-01-24 01:00,87.8858,0.873681,0.851588
555,2025-01-24 02:00,86.8827,0.864499,0.851611
556,2025-01-24 03:00,84.9537,0.84674,0.851603
557,2025-01-24 04:00,83.8735,0.838007,0.851578
558,2025-01-24 05:00,83.7191,0.833869,0.851547
559,2025-01-24 06:00,83.1019,0.828834,0.851506
560,2025-01-24 07:00,100.0,0.842422,0.85149
561,2025-01-24 08:00,100.0,0.909637,0.851593
562,2025-01-24 09:00,100.0,0.973259,0.85181
563,2025-01-24 10:00,100.0,0.998582,0.85207
564,2025-01-24 11:00,100.0,1.0,0.852333
565,2025-01-24 12:00,100.0,1.0,0.852594
566,2025-01-24 13:00,100.0,1.0,0.852855
567,2025-01-24 14:00,100.0,1.0,0.853114
568,2025-01-24 15:00,100.0,1.0,0.853373
569,2025-01-24 16:00,100.0,0.993697,0.853619
570,2025-01-24 17:00,100.0,0.916275,0.853729
571,2025-01-24 18:00,89.5833,0.894748,0.853801
572,2025-01-24 19:00,89.429,0.89021,0.853865
573,2025-01-24 20:00,88.6574,0.866042,0.853886
574,2025-01-24 21:00,84.8765,0.846083,0.853872
575,2025-01-24 22:00,84.1821,0.831178,0.853833
576,2025-01-24 23:00,82.7932,0.820079,0.853774
577,2025-01-25 00:00,81.1728,0.811367,0.853701
578,2025-01-25 01:00,81.0185,0.807164,0.85362
579,2025-01-25 02:00,80.4784,0.802181,0.853531
580,2025-01-25 03:00,79.8611,0.798611,0.853437
581,2025-01-25 04:00,79.8611,0.798611,0.853342
582,2025-01-25 05:00,79.8611,0.792823,0.853238
583,2025-01-25 06:00,79.1667,0.791667,0.853133
584,2025-01-25 07:00,100.0,0.806091,0.853052
585,2025-01-25 08:00,100.0,0.896366,0.853126
586,2025-01-25 09:00,100.0,0.946162,0.853285
587,2025-01-25 10:00,100.0,0.989069,0.853516
588,2025-01-25 11:00,100.0,0.998722,0.853763
589,2025-01-25 12:00,100.0,0.999927,0.854011
590,2025-01-25 13:00,100.0,1.0,0.854259
591,2025-01-25 14:00,100.0,0.999771,0.854505
592,2025-01-25 15:00,100.0,1.0,0.854751
593,2025-01-25 16:00,100.0,0.95742,0.854924
594,2025-01-25 17:00,100.0,0.905733,0.85501
595,2025-01-25 18:00,90.2778,0.894964,0.855077
596,2025-01-25 19:00,87.8086,0.878086,0.855115
597,2025-01-25 20:00,87.8086,0.875972,0.85515
598,2025-01-25 21:00,87.4228,0.867697,0.855171
599,2025-01-25 22:00,86.034,0.850509,0.855163
600,2025-01-25 23:00,84.6451,0.841463,0.855141
601,2025-01-26 00:00,83.7963,0.824139,0.855089
602,2025-01-26 01:00,80.9414,0.807871,0.855011
603,2025-01-26 02:00,80.7099,0.80345,0.854925
604,2025-01-26 03:00,78.5494,0.781918,0.854804
605,2025-01-26 04:00,78.1636,0.779576,0.85468
606,2025-01-26 05:00,77.7006,0.775545,0.854549
607,2025-01-26 06:00,77.392,0.758883,0.854392
608,2025-01-26 07:00,100.0,0.787648,0.854282
609,2025-01-26 08:00,100.0,0.899988,0.854357
610,2025-01-26 09:00,100.0,0.955346,0.854523
611,2025-01-26 10:00,100.0,0.993522,0.85475
612,2025-01-26 11:00,100.0,1.0,0.854987
613,2025-01-26 12:00,100.0,1.0,0.855224
614,2025-01-26 13:00,100.0,1.0,0.85546
615,2025-01-26 14:00,100.0,1.0,0.855695
616,2025-01-26 15:00,100.0,1.0,0.855929
617,2025-01-26 16:00,100.0,1.0,0.856163
618,2025-01-26 17:00,100.0,0.999344,0.856394
619,2025-01-26 18:00,99.4599,0.979937,0.856594
620,2025-01-26 19:00,96.6821,0.963748,0.856767
621,2025-01-26 20:00,96.2191,0.901391,0.856838
622,2025-01-26 21:00,89.6605,0.883656,0.856882
623,2025-01-26 22:00,87.8858,0.874632,0.85691
624,2025-01-26 23:00,87.4228,0.872092,0.856934
625,2025-01-27 00:00,86.6512,0.858368,0.856937
626,2025-01-27 01:00,85.0309,0.838178,0.856907
627,2025-01-27 02:00,83.642,0.828627,0.856862
628,2025-01-27 03:00,82.3302,0.819005,0.856801
629,2025-01-27 04:00,81.713,0.814132,0.856734
630,2025-01-27 05:00,81.0957,0.795891,0.856637
631,2025-01-27 06:00,77.9321,0.777711,0.856512
632,2025-01-27 07:00,100.0,0.799284,0.856421
633,2025-01-27 08:00,100.0,0.897853,0.856487
634,2025-01-27 09:00,100.0,0.963609,0.856656
635,2025-01-27 10:00,100.0,0.997724,0.856878
636,2025-01-27 11:00,100.0,1.0,0.857103
637,2025-01-27 12:00,100.0,1.0,0.857327
638,2025-01-27 13:00,100.0,1.0,0.857551
639,2025-01-27 14:00,100.0,1.0,0.857774
640,2025-01-27 15:00,100.0,1.0,0.857996
641,2025-01-27 16:00,100.0,1.0,0.858218
642,2025-01-27 17:00,100.0,1.0,0.858438
643,2025-01-27 18:00,100.0,0.997266,0.858654
644,2025-01-27 19:00,98.2253,0.969868,0.858827
645,2025-01-27 20:00,96.4506,0.964115,0.85899
646,2025-01-27 21:00,96.2963,0.959656,0.859146
647,2025-01-27 22:00,94.8302,0.933312,0.859261
648,2025-01-27 23:00,88.1944,0.879655,0.859292
649,2025-01-28 00:00,86.8827,0.865359,0.859302
650,2025-01-28 01:00,85.3395,0.850139,0.859287
651,2025-01-28 02:00,84.6451,0.84019,0.859258
652,2025-01-28 03:00,83.7191,0.830616,0.859214
653,2025-01-28 04:00,82.716,0.824472,0.859161
654,2025-01-28 05:00,82.0216,0.8174,0.859097
655,2025-01-28 06:00,81.4815,0.808533,0.85902
656,2025-01-28 07:00,100.0,0.825016,0.858968
657,2025-01-28 08:00,100.0,0.928926,0.859075
658,2025-01-28 09:00,100.0,0.981585,0.859261
659,2025-01-28 10:00,100.0,0.997742,0.859471
660,2025-01-28 11:00,100.0,1.0,0.859684
661,2025-01-28 12:00,100.0,1.0,0.859896
662,2025-01-28 13:00,100.0,1.0,0.860108
663,2025-01-28 14:00,100.0,1.0,0.860319
664,2025-01-28 15:00,100.0,1.0,0.860529
665,2025-01-28 16:00,100.0,1.0,0.860739
666,2025-01-28 17:00,100.0,0.999998,0.860948
667,2025-01-28 18:00,99.9228,0.998288,0.861154
668,2025-01-28 19:00,99.4599,0.979639,0.861331
669,2025-01-28 20:00,96.7593,0.964656,0.861486
670,2025-01-28 21:00,96.4506,0.95786,0.861629
671,2025-01-28 22:00,94.9846,0.945893,0.861755
672,2025-01-28 23:00,94.5216,0.945216,0.861879
673,2025-01-29 00:00,94.5216,0.94451,0.862002
674,2025-01-29 01:00,93.6728,0.935938,0.862112
675,2025-01-29 02:00,93.4414,0.931769,0.862215
676,2025-01-29 03:00,93.1327,0.927575,0.862312
677,2025-01-29 04:00,86.7284,0.865555,0.862316
678,2025-01-29 05:00,86.2654,0.856705,0.862308
679,2025-01-29 06:00,85.6481,0.854354,0.862296
680,2025-01-29 07:00,100.0,0.854653,0.862285
681,2025-01-29 08:00,100.0,0.900473,0.862341
682,2025-01-29 09:00,100.0,0.904969,0.862404
683,2025-01-29 10:00,100.0,0.932927,0.862507
684,2025-01-29 11:00,100.0,0.941972,0.862623
685,2025-01-29 12:00,100.0,0.981081,0.862796
686,2025-01-29 13:00,100.0,0.983831,0.862973
687,2025-01-29 14:00,100.0,0.972429,0.863132
688,2025-01-29 15:00,100.0,0.956311,0.863267
689,2025-01-29 16:00,100.0,0.935101,0.863372
690,2025-01-29 17:00,100.0,0.877628,0.863392
691,2025-01-29 18:00,86.1883,0.855785,0.863381
692,2025-01-29 19:00,85.2623,0.848201,0.863359
693,2025-01-29 20:00,84.4136,0.844136,0.863332
694,2025-01-29 21:00,84.4136,0.840872,0.863299
695,2025-01-29 22:00,83.642,0.830633,0.863252
696,2025-01-29 23:00,82.7932,0.826511,0.863199
697,2025-01-30 00:00,82.1759,0.812364,0.863126
698,2025-01-30 01:00,80.3241,0.803015,0.86304
699,2025-01-30 02:00,80.2469,0.792674,0.86294
700,2025-01-30 03:00,79.2438,0.77919,0.86282
701,2025-01-30 04:00,77.392,0.77392,0.862693
702,2025-01-30 05:00,77.392,0.77392,0.862567
703,2025-01-30 06:00,77.392,0.76803,0.862432
704,2025-01-30 07:00,100.0,0.77517,0.862308
705,2025-01-30 08:00,100.0,0.878189,0.862331
706,2025-01-30 09:00,100.0,0.899766,0.862384
707,2025-01-30 10:00,100.0,0.942805,0.862498
708,2025-01-30 11:00,100.0,0.971961,0.862652
709,2025-01-30 12:00,100.0,0.995241,0.862839
710,2025-01-30 13:00,100.0,0.99706,0.863028
711,2025-01-30 14:00,100.0,0.994794,0.863214
712,2025-01-30 15:00,100.0,0.989681,0.863391
713,2025-01-30 16:00,100.0,0.978989,0.863553
714,2025-01-30 17:00,100.0,0.937906,0.863657
715,2025-01-30 18:00,92.5154,0.920652,0.863737
716,2025-01-30 19:00,85.9568,0.846994,0.863714
717,2025-01-30 20:00,83.7963,0.835439,0.863674
718,2025-01-30 21:00,83.4105,0.829715,0.863627
719,2025-01-30 22:00,82.6389,0.799526,0.863538
720,2025-01-30 23:00,65.9722,0.650057,0.863241
