id,row,col,alive_percent,resilience
320,8,32,89.8611,0.879311
321,8,33,97.5,0.972855
322,8,34,89.8611,0.879311
323,8,35,98.3333,0.980797
324,9,0,98.0556,0.977523
325,9,1,61.25,0.53356
326,9,2,89.8611,0.879311
327,9,3,89.8611,0.879311
328,9,4,96.9444,0.962726
329,9,5,69.3056,0.627323
330,9,6,96.9444,0.962726
331,9,7,96.9444,0.962726
332,9,8,58.4722,0.469885
333,9,9,99.0278,0.986167
334,9,10,96.9444,0.962726
335,9,11,96.9444,0.962726
336,9,12,96.9444,0.962726
337,9,13,96.9444,0.962726
338,9,14,76.6667,0.684009
339,9,15,45.0,0.339953
340,9,16,99.0278,0.986167
341,9,17,97.2222,0.967894
342,9,18,47.5,0.343853
343,9,19,98.4722,0.980923
344,9,20,41.3889,0.227827
345,9,21,66.6667,0.599453
346,9,22,98.8889,0.984618
347,9,23,87.7778,0.845023
348,9,24,44.4444,0.340029
349,9,25,41.3889,0.249476
350,9,26,64.3056,0.567434
351,9,27,87.7778,0.845023
352,9,28,61.9444,0.538731
353,9,29,99.0278,0.98933
354,9,30,99.0278,0.987919
355,9,31,96.9444,0.962726
356,9,32,59.3056,0.492174
357,9,33,46.25,0.359818
358,9,34,89.8611,0.879311
359,9,35,89.8611,0.879311
360,10,0,98.0556,0.977523
361,10,1,99.0278,0.98993
362,10,2,96.9444,0.962726
363,10,3,99.0278,0.98993
364,10,4,99.0278,0.98933
365,10,5,96.9444,0.962726
366,10,6,99.0278,0.98993
367,10,7,96.9444,0.962726
368,10,8,96.9444,0.962726
369,10,9,99.0278,0.98993
370,10,10,69.3056,0.627323
371,10,11,41.5278,0.26312
372,10,12,99.0278,0.98993
373,10,13,79.7222,0.727316
374,10,14,99.0278,0.98993
375,10,15,99.0278,0.98993
376,10,16,97.5,0.966321
377,10,17,99.0278,0.98933
378,10,18,93.3333,0.903247
379,10,19,97.3611,0.963215
380,10,20,96.9444,0.962726
381,10,21,95.4167,0.93828
382,10,22,46.6667,0.367708
383,10,23,64.1667,0.554988
384,10,24,41.3889,0.250609
385,10,25,99.0278,0.988021
386,10,26,46.6667,0.364214
387,10,27,41.3889,0.238518
388,10,28,46.6667,0.364214
389,10,29,99.0278,0.98933
390,10,30,98.3333,0.980724
391,10,31,69.1667,0.619179
392,10,32,89.8611,0.879311
393,10,33,99.0278,0.988769
394,10,34,98.0556,0.977523
395,10,35,98.3333,0.980797
396,11,0,99.0278,0.987919
397,11,1,99.0278,0.98993
398,11,2,99.0278,0.98993
399,11,3,99.0278,0.98993
400,11,4,99.0278,0.98993
401,11,5,58.4722,0.469885
402,11,6,99.0278,0.986167
403,11,7,96.9444,0.962726
404,11,8,67.5,0.595971
405,11,9,45.0,0.339953
406,11,10,99.0278,0.98993
407,11,11,52.7778,0.448929
408,11,12,99.0278,0.98933
409,11,13,99.0278,0.98993
410,11,14,99.0278,0.98993
411,11,15,99.0278,0.98933
412,11,16,99.0278,0.98933
413,11,17,99.0278,0.98933
414,11,18,97.5,0.969213
415,11,19,99.0278,0.98933
416,11,20,99.0278,0.98933
417,11,21,44.4444,0.338252
418,11,22,47.7778,0.366471
419,11,23,81.5278,0.78088
420,11,24,84.7222,0.787895
421,11,25,98.4722,0.978782
422,11,26,98.0556,0.976969
423,11,27,98.8889,0.984739
424,11,28,89.8611,0.879311
425,11,29,77.5,0.706677
426,11,30,93.75,0.912477
427,11,31,50.9722,0.398141
428,11,32,89.8611,0.879311
429,11,33,96.9444,0.963992
