id,row,col,norm,final_health,service_ratio,total_demand,total_generated,total_self_served,total_imported,total_exported,total_unmet,final_storage
632,17,20,0.9047,0.1714,0.5332,134.15,159.076,54.103,17.423,104.973,62.625,0.0
633,17,21,0.9447,0.0,0.3598,30076.654,9148.806,9148.228,1673.475,0.578,19254.952,0.0
634,17,22,0.915,0.6655,0.8708,844.723,1384.247,375.436,360.15,1008.811,109.137,0.0
635,17,23,0.8802,1.0,0.9626,151.762,439.907,128.326,17.761,311.496,5.676,0.085
636,17,24,0.6012,1.0,0.9845,529.725,881.574,521.509,0.027,60.829,8.189,299.236
637,17,25,0.9076,1.0,0.9557,844.723,1384.247,745.683,61.641,636.529,37.398,2.035
638,17,26,0.4695,1.0,0.965,844.723,1384.247,811.53,3.626,215.34,29.567,357.378
639,17,27,0.6976,0.4695,0.8546,844.723,1384.247,640.848,81.061,743.399,122.814,0.0
640,17,28,0.4372,0.0,0.7889,170.289,148.272,130.838,3.507,17.434,35.944,0.0
641,17,29,0.5703,0.6019,0.7674,97.173,53.347,43.102,31.467,10.245,22.604,0.0
642,17,30,0.7892,0.0,0.4372,2193.927,836.901,829.455,129.628,7.446,1234.844,0.0
643,17,31,0.6226,0.0,0.4866,1343.456,1921.543,576.813,76.919,1344.73,689.723,0.0
644,17,32,0.5652,0.0,0.6886,1190.839,891.712,792.763,27.237,98.95,370.84,0.0
645,17,33,0.1446,0.2533,0.6225,161.264,67.898,67.07,33.316,0.828,60.878,0.0
646,17,34,0.1119,1.0,0.979,900.362,939.345,881.039,0.382,48.006,18.941,10.3
647,17,35,0.3449,0.3303,0.6413,134.15,159.076,80.525,5.507,78.551,48.118,0.0
648,18,0,0.7007,1.0,0.9799,611.719,894.252,599.411,0.0,105.074,12.308,189.767
649,18,1,0.0416,0.8524,0.9499,114.195,97.273,97.026,11.451,0.246,5.718,0.0
650,18,2,0.6339,0.8134,0.9345,149.73,133.068,128.609,11.308,4.459,9.813,0.0
651,18,3,0.7368,0.9383,0.9695,149.73,133.068,131.508,13.653,1.56,4.569,0.0
652,18,4,0.8565,0.0,0.8846,149.73,133.068,132.394,0.061,0.673,17.275,0.0
653,18,5,0.1993,0.0,0.8796,149.73,133.068,130.958,0.745,2.11,18.027,0.0
654,18,6,0.8913,0.0,0.8399,114.195,97.273,89.262,6.647,8.011,18.286,0.0
655,18,7,0.8797,0.1237,0.8584,149.73,133.068,118.068,10.459,14.999,21.203,0.0
656,18,8,0.1071,1.0,0.9052,1141.024,1047.277,1018.477,14.382,24.141,108.165,4.659
657,18,9,0.2032,0.2072,0.8793,149.73,133.068,127.439,4.213,5.628,18.077,0.0
658,18,10,0.0344,1.0,0.9963,514.7,694.863,512.81,0.0,2.832,1.889,179.221
659,18,11,0.6342,1.0,0.9224,725.015,706.591,656.205,12.544,22.184,56.266,28.202
660,18,12,0.6323,0.6342,0.8878,149.73,133.068,114.332,18.6,18.735,16.798,0.0
661,18,13,0.0999,0.7117,0.9085,149.73,133.068,130.766,5.269,2.302,13.696,0.0
662,18,14,0.792,0.7105,0.9076,149.73,133.068,123.561,12.331,9.507,13.838,0.0
663,18,15,0.205,1.0,0.9425,813.95,909.598,759.427,7.707,2.496,46.816,147.674
664,18,16,0.3365,0.9988,0.9733,149.73,133.068,130.112,15.617,2.956,4.002,0.0
665,18,17,0.0209,1.0,0.9884,231.182,271.287,228.409,0.082,0.199,2.691,42.679
666,18,18,0.9301,1.0,0.9625,134.15,159.076,116.5,12.618,35.634,5.032,6.942
667,18,19,0.7158,1.0,0.9027,1314.426,1193.38,1144.112,42.418,39.433,127.895,9.836
668,18,20,0.9103,0.8086,0.8019,134.15,159.076,66.16,41.411,92.916,26.579,0.0
669,18,21,0.964,0.4761,0.7423,1572.533,1595.714,747.067,420.217,848.647,405.249,0.0
670,18,22,0.4761,1.0,0.9655,844.723,1384.247,803.3,12.319,375.96,29.104,204.987
671,18,23,0.6183,1.0,0.9803,844.723,1384.247,822.962,5.124,24.652,16.636,536.633
672,18,24,0.7891,1.0,0.9751,610.431,850.005,593.423,1.817,45.547,15.191,211.035
673,18,25,0.4364,0.9946,0.9642,153.279,52.318,52.318,95.48,0.0,5.48,0.0
674,18,26,0.3468,1.0,0.9742,844.723,1384.247,822.821,0.129,20.323,21.773,541.103
675,18,27,0.5379,0.3468,0.7824,153.279,52.318,52.287,67.638,0.031,33.353,0.0
676,18,28,0.7144,0.0,0.6975,151.762,439.907,101.576,4.283,338.331,45.903,0.0
677,18,29,0.5745,0.0,0.5987,149.73,133.068,64.924,24.721,68.143,60.085,0.0
678,18,30,0.1704,0.0,0.5433,149.73,133.068,81.169,0.172,51.899,68.389,0.0
679,18,31,0.5236,0.0,0.3193,73680.062,22626.448,22626.43,900.334,0.018,50153.298,0.0
680,18,32,0.7622,0.0,0.5205,149.73,133.068,60.6,17.331,72.467,71.798,0.0
681,18,33,0.0044,0.0213,0.4774,9704.748,4157.032,4156.978,476.067,0.055,5071.704,0.0
682,18,34,0.0957,1.0,0.7767,725.015,706.591,547.247,15.867,157.992,161.902,1.353
683,18,35,0.9672,0.2419,0.5262,2193.927,836.901,836.901,317.469,0.0,1039.557,0.0
684,19,0,0.9572,1.0,0.9642,813.95,909.598,758.799,26.016,11.425,29.135,139.374
685,19,1,0.2606,0.9993,0.96,149.73,133.068,129.332,14.41,3.735,5.988,0.0
686,19,2,0.2837,0.9383,0.9633,149.73,133.068,131.716,12.516,1.351,5.498,0.0
687,19,3,0.9383,1.0,0.9683,173.418,290.741,167.832,0.093,65.627,5.492,57.282
688,19,4,0.4983,0.9383,0.9609,149.73,133.068,132.377,11.498,0.69,5.855,0.0
689,19,5,0.9387,0.0,0.8838,149.73,133.068,132.303,0.028,0.765,17.4,0.0
690,19,6,0.4903,0.0,0.8765,149.73,133.068,130.11,1.128,2.958,18.492,0.0
691,19,7,0.7869,0.0,0.858,149.73,133.068,128.026,0.448,5.041,21.256,0.0
692,19,8,0.3266,0.1071,0.8698,149.73,133.068,127.634,2.6,5.434,19.496,0.0
693,19,9,0.4013,0.0,0.8768,149.73,133.068,130.87,0.417,2.197,18.443,0.0
694,19,10,0.8918,0.442,0.918,149.73,133.068,130.64,6.82,2.428,12.271,0.0
695,19,11,0.4221,1.0,0.9702,173.418,290.741,166.543,1.711,42.598,5.163,81.6
696,19,12,0.0252,0.4221,0.9313,149.73,133.068,132.766,6.673,0.302,10.292,0.0
697,19,13,0.3031,0.0,0.8803,149.73,133.068,131.804,0.004,1.263,17.921,0.0
698,19,14,0.9012,0.0,0.847,149.73,133.068,123.183,3.641,9.885,22.906,0.0
699,19,15,0.1711,0.9554,0.9512,47.13,40.748,39.339,5.492,1.409,2.299,0.0
700,19,16,0.9439,1.0,0.9476,134.15,159.076,119.619,7.499,21.813,7.032,17.645
701,19,17,0.5315,1.0,0.9758,1343.456,1921.543,1310.881,0.047,6.408,32.528,604.254
702,19,18,0.753,1.0,0.9758,1343.456,1921.543,1310.881,0.073,12.549,32.501,598.113
703,19,19,0.0339,1.0,0.9879,231.182,271.287,228.13,0.246,3.922,2.807,39.236
704,19,20,0.3267,1.0,0.8509,134.15,159.076,113.288,0.862,43.142,20.0,2.646
705,19,21,0.868,0.5016,0.7861,164.715,97.093,78.865,50.618,18.228,35.233,0.0
706,19,22,0.6621,0.9542,0.9572,183.601,175.764,143.821,31.93,31.942,7.85,0.0
707,19,23,0.1696,1.0,0.9937,151.762,439.907,150.801,0.0,5.336,0.961,283.77
708,19,24,0.6891,0.989,0.9742,191.188,158.737,158.407,27.84,0.33,4.942,0.0
709,19,25,0.5792,1.0,0.969,370.597,541.442,359.042,0.066,32.13,11.489,150.271
710,19,26,0.3341,0.7251,0.9495,50.243,84.74,43.658,4.046,41.081,2.538,0.0
711,19,27,0.8851,0.0,0.7128,844.723,1384.247,561.966,40.161,822.281,242.595,0.0
712,19,28,0.5077,0.0,0.533,33662.969,19439.879,17135.718,807.256,2304.161,15719.995,0.0
713,19,29,0.3015,0.0,0.3811,14289.511,4180.858,4054.3,1390.853,126.558,8844.358,0.0
714,19,30,0.7233,0.0,0.5695,89.615,161.441,44.197,6.836,117.245,38.583,0.0
715,19,31,0.7232,0.0,0.5581,289.518,573.213,135.174,26.412,438.039,127.933,0.0
716,19,32,0.1609,0.0,0.7489,149.73,133.068,110.521,1.613,22.546,37.595,0.0
717,19,33,0.9558,0.0,0.6476,813.95,909.598,501.526,25.596,408.071,286.828,0.0
718,19,34,0.9751,0.2137,0.6295,1365.285,921.066,721.046,138.438,200.02,505.801,0.0
719,19,35,0.1646,1.0,0.9723,1343.456,1921.543,1306.202,0.082,309.04,37.171,306.301
720,20,0,0.1954,0.9999,0.9437,175.178,107.625,107.503,57.815,0.122,9.861,0.0
721,20,1,0.9838,1.0,0.9094,813.95,909.598,727.589,12.608,82.397,73.754,99.613
722,20,2,0.7333,0.9838,0.9198,149.73,133.068,123.255,14.468,9.813,12.008,0.0
723,20,3,0.2738,0.9777,0.9573,149.73,133.068,114.534,28.796,18.534,6.4,0.0
724,20,4,0.638,0.0,0.8701,149.73,133.068,129.441,0.839,3.627,19.45,0.0
725,20,5,0.2808,0.0,0.8869,149.73,133.068,132.798,0.004,0.27,16.928,0.0
726,20,6,0.3883,0.0,0.888,149.73,133.068,132.952,0.004,0.116,16.775,0.0
727,20,7,0.0126,0.0,0.8885,149.73,133.068,133.037,0.0,0.03,16.693,0.0
728,20,8,0.6934,0.7627,0.9528,149.73,133.068,129.964,12.705,3.103,7.061,0.0
729,20,9,0.9809,0.0,0.8529,149.73,133.068,123.556,4.142,9.512,22.032,0.0
730,20,10,0.4633,0.2572,0.8831,149.73,133.068,125.566,6.663,7.502,17.501,0.0
731,20,11,0.2572,1.0,0.9363,813.95,909.598,731.401,30.697,97.384,51.852,80.813
732,20,12,0.4047,0.5541,0.8694,114.195,97.273,93.248,6.038,4.024,14.908,0.0
733,20,13,0.2423,0.0,0.8798,149.73,133.068,130.432,1.295,2.635,18.003,0.0
734,20,14,0.7012,0.6286,0.8722,149.73,133.068,113.834,16.756,19.234,19.14,0.0
735,20,15,0.7491,0.0,0.8195,114.195,97.273,87.94,5.642,9.333,20.613,0.0
736,20,16,0.846,0.9847,0.9561,134.15,159.076,101.149,27.118,57.927,5.884,0.0
737,20,17,0.7222,1.0,0.9758,1343.456,1921.543,1310.881,0.067,9.25,32.507,601.412
738,20,18,0.8524,1.0,0.981,134.15,159.076,125.217,6.387,7.54,2.546,26.319
739,20,19,0.1815,1.0,0.9824,1563.092,1957.71,1535.544,0.057,11.308,27.49,410.858
740,20,20,0.4539,0.6448,0.7082,159.505,52.566,52.506,60.462,0.06,46.537,0.0
741,20,21,0.2598,1.0,0.961,78.78,110.73,72.164,3.544,38.073,3.072,0.492
742,20,22,0.8947,1.0,0.9791,50.243,84.74,48.475,0.716,32.315,1.052,3.949
743,20,23,0.7824,1.0,0.979,844.723,1384.247,822.966,4.029,51.108,17.727,510.173
744,20,24,0.7126,1.0,0.9725,844.723,1384.247,813.804,7.677,337.985,23.242,232.458
745,20,25,0.2501,0.8791,0.9436,610.431,850.005,464.856,111.148,385.149,34.427,0.0
746,20,26,0.4827,0.0,0.6943,50.243,84.74,28.782,6.1,55.957,15.36,0.0
747,20,27,0.6216,0.0,0.5162,36771.553,22189.719,18690.049,290.232,3499.67,17791.273,0.0
748,20,28,0.5183,0.0,0.4495,42098.447,17612.223,14331.321,4590.038,3280.903,23177.088,0.0
749,20,29,0.9302,0.0,0.3283,116059.328,32673.982,32666.618,5437.127,7.364,77955.584,0.0
750,20,30,0.8945,0.0,0.6631,1382.718,1851.988,652.69,264.243,1199.298,465.785,0.0
751,20,31,0.7782,0.0,0.7472,900.362,939.345,645.318,27.476,294.027,227.568,0.0
752,20,32,0.8319,0.0,0.7264,149.73,133.068,106.16,2.607,26.908,40.964,0.0
753,20,33,0.0381,0.9356,0.9083,209.127,212.464,187.663,2.297,24.801,19.167,0.0
754,20,34,0.1608,0.0,0.5982,2193.927,836.901,836.895,475.551,0.006,881.481,0.0
755,20,35,0.5192,0.1646,0.5796,114.195,97.273,57.033,9.152,40.239,48.009,0.0
756,21,0,0.8472,1.0,0.9708,117.813,120.156,111.124,3.254,6.057,3.435,2.974
757,21,1,0.541,0.9975,0.9462,149.73,133.068,126.405,15.27,6.662,8.055,0.0
758,21,2,0.4757,0.6393,0.8446,149.73,133.068,109.034,17.43,24.034,23.266,0.0
759,21,3,0.6393,1.0,0.5852,2782.325,1566.667,1555.33,73.011,7.92,1153.984,3.418
760,21,4,0.3699,0.6393,0.8544,149.73,133.068,112.128,15.801,20.94,21.801,0.0
761,21,5,0.4103,0.0,0.8785,149.73,133.068,131.442,0.095,1.625,18.193,0.0
762,21,6,0.2101,0.0,0.8883,149.73,133.068,133.009,0.0,0.059,16.721,0.0
763,21,7,0.1838,0.7627,0.9552,149.73,133.068,133.005,10.015,0.062,6.71,0.0
764,21,8,0.7627,1.0,0.9721,173.418,290.741,168.431,0.155,63.364,4.832,58.946
765,21,9,0.7291,0.822,0.9389,149.73,133.068,113.326,27.25,19.741,9.153,0.0
766,21,10,0.3555,0.6849,0.8705,149.73,133.068,115.322,15.015,17.745,19.393,0.0
767,21,11,0.2525,1.0,0.843,2965.081,2236.056,2208.294,291.296,15.275,465.49,12.487
768,21,12,0.3997,1.0,0.9156,813.95,909.598,711.833,33.459,181.781,68.659,15.984
769,21,13,0.0752,0.8235,0.9238,149.73,133.068,126.191,12.123,6.876,11.415,0.0
770,21,14,0.6286,1.0,0.7887,2965.081,2236.056,2210.315,128.113,15.832,626.653,9.91
771,21,15,0.3521,0.855,0.9373,149.73,133.068,118.588,21.751,14.48,9.391,0.0
772,21,16,0.1093,0.9143,0.9661,159.505,52.566,52.558,101.544,0.008,5.403,0.0
773,21,17,0.7415,1.0,0.9758,1343.456,1921.543,1310.881,0.005,48.488,32.569,562.174
774,21,18,0.9715,1.0,0.9728,1343.456,1921.543,1286.362,20.573,552.077,36.521,83.104
775,21,19,0.4621,1.0,0.9771,134.15,159.076,124.875,6.207,2.025,3.069,32.176
776,21,20,0.1293,1.0,0.9202,134.15,159.076,122.622,0.824,13.725,10.704,22.728
777,21,21,0.8096,0.48,0.7771,169.597,71.194,70.735,61.052,0.459,37.81,0.0
778,21,22,0.1932,1.0,0.9855,231.182,271.287,227.756,0.077,11.15,3.35,32.381
779,21,23,0.8146,1.0,0.958,231.182,271.287,170.49,50.983,100.709,9.709,0.088
780,21,24,0.3531,0.849,0.8817,1343.456,1921.543,833.601,350.98,1087.942,158.875,0.0
781,21,25,0.4681,0.0,0.3628,64986.27,21860.706,21794.305,1784.584,66.401,41407.381,0.0
782,21,26,0.7599,0.0,0.4878,11386.794,4398.791,4332.609,1221.494,66.182,5832.692,0.0
783,21,27,0.7798,0.0,0.6659,89.615,161.441,41.213,18.46,120.228,29.941,0.0
784,21,28,0.3547,0.0,0.3285,233119.949,62694.887,62694.887,13873.376,0.0,156551.686,0.0
785,21,29,0.2674,0.0,0.4186,44902.433,23929.459,18669.594,126.557,5259.865,26106.281,0.0
786,21,30,0.6875,0.0,0.4235,1343.456,1921.543,519.244,49.685,1402.3,774.527,0.0
787,21,31,0.6788,0.0,0.5944,149.73,133.068,70.325,18.677,62.742,60.728,0.0
788,21,32,0.0027,0.358,0.9145,149.73,133.068,132.702,4.231,0.365,12.797,0.0
789,21,33,0.358,1.0,0.9564,1501.5,1393.052,1383.31,52.716,7.285,65.474,2.457
790,21,34,0.3203,1.0,0.9521,1382.718,1851.988,1271.638,44.889,580.35,66.191,0.0
791,21,35,0.4285,0.1805,0.614,2193.927,836.901,836.872,510.155,0.029,846.9,0.0
792,22,0,0.6593,1.0,0.9892,89.615,161.441,88.65,0.0,14.266,0.965,58.525
793,22,1,0.1528,0.6593,0.9542,149.73,133.068,132.133,10.74,0.935,6.858,0.0
794,22,2,0.8544,0.6826,0.9316,149.73,133.068,123.954,15.531,9.113,10.245,0.0
795,22,3,0.0853,0.6393,0.8598,149.73,133.068,122.734,6.007,10.333,20.988,0.0
796,22,4,0.9058,0.0,0.8549,149.73,133.068,124.396,3.603,8.671,21.731,0.0
797,22,5,0.5306,0.7572,0.9604,149.73,133.068,130.752,13.054,2.315,5.924,0.0
798,22,6,0.6332,0.0339,0.889,149.73,133.068,132.571,0.538,0.496,16.621,0.0
799,22,7,0.6573,0.0,0.8842,149.73,133.068,130.396,1.989,2.672,17.345,0.0
800,22,8,0.9518,0.8388,0.9379,114.195,97.273,81.621,25.485,15.652,7.089,0.0
801,22,9,0.25,1.0,0.8257,2965.081,2236.056,2217.449,230.786,6.066,516.846,12.541
802,22,10,0.5785,1.0,0.9386,813.95,909.598,701.074,62.878,200.589,49.998,7.935
803,22,11,0.1857,0.9819,0.9803,149.73,133.068,120.713,26.074,12.354,2.942,0.0
804,22,12,0.3464,1.0,0.976,113.475,193.66,109.257,1.491,23.626,2.728,60.777
805,22,13,0.2085,1.0,0.9768,2258.333,2867.502,2205.944,0.0,3.051,52.389,658.508
806,22,14,0.7917,1.0,0.9799,113.475,193.66,99.605,11.588,92.316,2.283,1.74
807,22,15,0.6095,1.0,0.9872,231.182,271.287,227.586,0.63,14.285,2.966,29.416
808,22,16,0.6685,1.0,0.9938,89.615,161.441,89.055,0.003,9.182,0.558,63.204
809,22,17,0.7881,1.0,0.9748,1343.456,1921.543,1309.075,0.547,132.373,33.834,480.096
810,22,18,0.1974,1.0,0.9826,2519.178,1886.319,1879.494,595.946,1.998,43.737,4.827
811,22,19,0.2131,1.0,0.9763,1343.456,1921.543,1310.881,0.687,28.22,31.888,582.442
812,22,20,0.7419,0.3148,0.7435,134.15,159.076,72.068,27.668,87.008,34.414,0.0
813,22,21,0.6712,0.5551,0.863,231.182,271.287,161.099,38.417,110.189,31.667,0.0
814,22,22,0.5551,1.0,0.9726,1343.456,1921.543,1306.492,0.217,299.132,36.747,315.919
815,22,23,0.419,1.0,0.9703,1343.456,1921.543,1299.884,3.616,396.767,39.956,224.892
816,22,24,0.1393,0.6508,0.8773,987.382,1156.038,774.566,91.628,381.473,121.188,0.0
817,22,25,0.5572,0.0,0.4699,39435.512,14239.466,13990.717,4541.08,248.749,20903.715,0.0
818,22,26,0.4671,0.4296,0.6612,20707.051,15693.024,11986.565,1704.828,3706.459,7015.658,0.0
819,22,27,0.7004,0.0021,0.643,27999.763,22071.829,17974.374,28.817,4097.455,9996.572,0.0
820,22,28,0.4982,0.0,0.5562,27999.763,22071.829,11911.572,3660.928,10160.257,12427.263,0.0
821,22,29,0.5996,0.0,0.3915,27999.763,22071.829,10411.353,550.994,11660.476,17037.416,0.0
822,22,30,0.1604,0.0,0.2708,369296.347,86811.282,86811.282,13180.727,0.0,269304.337,0.0
823,22,31,0.468,0.0,0.7662,1382.718,1851.988,727.31,332.116,1124.677,323.292,0.0
824,22,32,0.6653,0.375,0.8803,900.362,939.345,715.859,76.758,223.486,107.745,0.0
825,22,33,0.375,1.0,0.9725,1343.456,1921.543,1304.12,2.457,164.885,36.879,452.539
826,22,34,1.0,1.0,0.9469,2258.333,2867.502,2060.713,77.628,780.203,119.992,26.586
827,22,35,0.1805,1.0,0.9748,2258.333,2867.502,2201.323,0.014,190.652,56.996,475.527
828,23,0,0.6361,1.0,0.9769,2258.333,2867.502,2205.828,0.373,18.189,52.132,643.485
829,23,1,0.0206,0.8845,0.9599,233.474,186.768,186.162,37.949,0.606,9.363,0.0
830,23,2,0.6826,1.0,0.9697,173.418,290.741,168.037,0.127,71.443,5.254,51.261
831,23,3,0.8086,0.6826,0.9397,149.73,133.068,129.044,11.652,4.024,9.034,0.0
832,23,4,0.5106,0.8596,0.9712,149.73,133.068,131.626,13.791,1.441,4.313,0.0
833,23,5,0.7572,1.0,0.9772,113.475,193.66,110.863,0.03,24.746,2.582,58.051
834,23,6,0.0339,1.0,0.9846,113.475,193.66,111.727,0.0,0.786,1.749,81.148
835,23,7,0.6253,0.5606,0.945,149.73,133.068,132.83,8.672,0.238,8.229,0.0
836,23,8,0.0945,1.0,0.9769,2258.333,2867.502,2206.136,0.0,1.47,52.197,659.897
837,23,9,0.3413,0.9271,0.9591,114.195,97.273,89.294,20.229,7.979,4.672,0.0
838,23,10,0.5255,1.0,0.9743,2258.333,2867.502,2197.761,2.462,54.838,58.11,614.903
839,23,11,0.9123,1.0,0.977,2258.333,2867.502,2203.216,3.14,27.067,51.977,637.219
840,23,12,0.4352,1.0,0.9872,695.742,1228.755,686.828,0.0,4.187,8.913,537.739
841,23,13,0.2516,1.0,0.9861,113.475,193.66,111.745,0.149,0.0,1.581,81.915
842,23,14,0.8267,1.0,0.985,113.475,193.66,111.429,0.344,9.917,1.702,72.314
843,23,15,0.3552,1.0,0.9942,272.625,508.327,270.933,0.106,1.138,1.586,236.256
844,23,16,0.4037,1.0,0.9824,1563.092,1957.71,1535.544,0.003,9.13,27.545,413.035
845,23,17,0.9843,0.9348,0.9417,159.505,52.566,52.184,98.017,0.382,9.304,0.0
846,23,18,0.3448,1.0,0.8984,231.182,271.287,206.401,1.283,64.871,23.498,0.015
847,23,19,0.6546,0.2236,0.7525,231.182,271.287,137.666,36.292,133.621,57.224,0.0
848,23,20,0.3309,0.0,0.4247,35381.451,13414.857,13414.771,1612.415,0.086,20354.265,0.0
849,23,21,0.7132,0.2182,0.7023,1343.456,1921.543,812.789,130.777,1108.754,399.889,0.0
850,23,22,0.5865,0.5551,0.8165,1343.456,1921.543,831.71,265.188,1089.833,246.558,0.0
851,23,23,0.7842,0.6508,0.8439,2309.306,1407.996,1397.435,551.393,10.561,360.479,0.0
852,23,24,0.3989,1.0,0.7318,12862.015,10322.185,9398.893,13.887,863.31,3449.236,59.982
853,23,25,0.5454,0.6384,0.6363,7030.478,5345.647,3282.015,1191.714,2063.632,2556.749,0.0
854,23,26,0.3985,1.0,0.7836,33045.67,28159.013,25892.899,0.574,2127.829,7152.196,138.285
855,23,27,0.0062,1.0,0.7887,27999.763,22071.829,21928.202,156.208,132.692,5915.352,10.935
856,23,28,0.822,0.0011,0.4056,54232.506,31887.974,21601.905,394.273,10286.07,32236.328,0.0
857,23,29,0.6087,0.0,0.4104,116059.328,32673.982,32656.874,14972.537,17.108,68429.917,0.0
858,23,30,0.789,0.0,0.5374,2193.927,836.901,677.43,501.608,159.471,1014.888,0.0
859,23,31,0.6167,0.0,0.7673,813.95,909.598,574.647,49.938,334.951,189.366,0.0
860,23,32,0.2125,0.7399,0.9334,209.127,212.464,182.151,13.039,30.313,13.937,0.0
861,23,33,0.6253,1.0,0.9758,900.362,939.345,870.876,7.687,58.484,21.799,9.985
862,23,34,0.1014,1.0,0.9324,2782.325,1566.667,1560.082,1034.032,0.257,188.212,6.328
863,23,35,0.8692,1.0,0.9591,289.518,573.213,270.909,6.781,267.104,11.829,35.201
864,24,0,0.7745,1.0,0.9712,272.625,508.327,253.69,11.08,252.821,7.854,1.817
865,24,1,0.3689,0.7745,0.8943,1477.735,925.774,925.552,395.948,0.222,156.235,0.0
866,24,2,0.7865,0.6826,0.9153,149.73,133.068,111.734,25.312,21.334,12.685,0.0
867,24,3,0.8625,0.4218,0.9049,149.73,133.068,125.358,10.137,7.709,14.234,0.0
868,24,4,0.4218,1.0,0.9822,113.475,193.66,111.456,0.0,14.787,2.02,67.417
869,24,5,0.0204,1.0,0.9847,113.475,193.66,111.745,0.0,0.013,1.731,81.902
870,24,6,0.6418,1.0,0.9769,2258.333,2867.502,2206.209,0.0,0.0,52.124,661.293
871,24,7,0.4978,1.0,0.9768,2258.333,2867.502,2205.976,0.0,7.699,52.357,653.827
872,24,8,0.0394,1.0,0.9847,113.475,193.66,111.743,0.0,0.002,1.732,81.915
873,24,9,0.7738,1.0,0.9814,113.475,193.66,111.364,0.002,17.239,2.109,65.057
874,24,10,0.5753,1.0,0.9763,2258.333,2867.502,2203.408,1.301,121.74,53.624,542.355
875,24,11,0.4465,1.0,0.9766,2258.333,2867.502,2205.541,0.0,0.668,52.792,661.293
876,24,12,0.68,1.0,0.9866,113.475,193.66,111.745,0.205,0.0,1.525,81.915
877,24,13,0.592,1.0,0.9848,113.475,193.66,111.745,0.0,0.005,1.73,81.91
878,24,14,0.9808,1.0,0.9833,113.475,193.66,111.344,0.233,10.436,1.898,71.88
879,24,15,0.7699,1.0,0.9739,134.15,159.076,122.81,7.834,8.54,3.506,27.726
880,24,16,0.0829,1.0,0.9941,272.625,508.327,270.933,0.078,0.343,1.614,237.051
881,24,17,0.2123,1.0,0.9887,695.742,1228.755,687.711,0.172,33.155,7.859,507.889
882,24,18,0.6269,1.0,0.9064,1560.015,1098.032,1092.026,322.021,0.199,145.968,5.807
883,24,19,0.0048,1.0,0.9769,2258.333,2867.502,2206.174,0.0,1.001,52.159,660.327
884,24,20,0.6694,0.222,0.7213,162.637,396.026,105.591,11.715,290.435,45.332,0.0
885,24,21,0.2182,1.0,0.8927,1343.456,1921.543,1199.018,0.326,690.147,144.112,32.379
886,24,22,0.129,0.3412,0.6597,6511.292,2350.298,2350.277,1945.026,0.021,2215.989,0.0
887,24,23,0.2754,0.8207,0.84,231.182,271.287,136.331,57.854,134.956,36.997,0.0
888,24,24,0.2423,1.0,0.7309,20588.376,16832.609,14332.893,714.243,2442.582,5541.24,57.133
889,24,25,0.9228,0.2423,0.4856,42098.447,17612.223,17491.818,2949.518,120.406,21657.111,0.0
890,24,26,0.774,0.7154,0.6739,2193.927,836.901,833.857,644.709,3.044,715.36,0.0
891,24,27,0.6948,1.0,0.8114,933.881,1562.515,755.468,2.31,806.902,176.103,0.145
892,24,28,0.7297,0.1608,0.6126,2193.927,836.901,820.917,523.12,15.984,849.89,0.0
893,24,29,0.2931,0.0,0.5034,36771.553,22189.719,18455.991,54.865,3733.728,18260.697,0.0
894,24,30,0.7092,0.0,0.5205,15620.418,7643.605,7298.305,832.797,345.3,7489.316,0.0
895,24,31,0.6695,0.0,0.8125,2288.666,2513.197,1748.858,110.64,764.339,429.167,0.0
896,24,32,0.9135,0.6777,0.9391,113.475,193.66,90.679,15.888,102.982,6.909,0.0
897,24,33,0.7172,0.648,0.9416,149.73,133.068,119.567,21.422,13.501,8.741,0.0
898,24,34,0.0606,1.0,0.9839,909.187,1205.125,885.486,9.083,6.671,14.617,312.968
899,24,35,0.3889,1.0,0.9882,1372.718,1416.25,1323.582,32.924,8.555,16.212,84.113
900,25,0,0.7294,0.7745,0.9288,149.73,133.068,118.046,21.028,15.022,10.656,0.0
901,25,1,0.9577,0.0,0.8071,173.418,290.741,132.306,7.652,158.435,33.46,0.0
902,25,2,0.4863,0.0,0.7814,149.73,133.068,105.407,11.598,27.661,32.726,0.0
903,25,3,0.3163,0.0,0.8461,149.73,133.068,125.344,1.34,7.723,23.046,0.0
904,25,4,0.7278,0.8132,0.9537,149.73,133.068,127.846,14.947,5.222,6.938,0.0
905,25,5,0.6769,1.0,0.981,113.475,193.66,107.809,3.509,57.623,2.157,28.228
906,25,6,0.9664,1.0,0.9819,113.475,193.66,111.417,0.0,3.888,2.059,78.356
907,25,7,0.3633,1.0,0.9848,113.475,193.66,111.745,0.0,0.0,1.73,81.915
908,25,8,0.6297,1.0,0.9862,113.475,193.66,111.697,0.21,0.048,1.569,81.915
909,25,9,0.477,1.0,0.9765,2258.333,2867.502,2205.111,0.117,40.311,53.105,622.08
910,25,10,0.9449,1.0,0.9752,1501.5,1393.052,1282.007,182.198,108.32,37.296,2.726
911,25,11,0.2924,1.0,0.9853,113.475,193.66,111.621,0.186,12.319,1.669,69.721
912,25,12,0.6218,1.0,0.9868,986.051,1198.066,973.079,0.0,0.848,12.973,224.139
913,25,13,0.7033,1.0,0.9854,113.475,193.66,111.663,0.159,0.126,1.653,81.871
