hour,time,alive_percent,resilience
609,2025-01-26 08:00,69.6759,0.807912
610,2025-01-26 09:00,91.358,0.808085
611,2025-01-26 10:00,97.2994,0.808355
612,2025-01-26 11:00,99.9228,0.808667
613,2025-01-26 12:00,100.0,0.808979
614,2025-01-26 13:00,99.6914,0.809285
615,2025-01-26 14:00,99.537,0.809588
616,2025-01-26 15:00,99.0741,0.809882
617,2025-01-26 16:00,98.071,0.810159
618,2025-01-26 17:00,96.0648,0.810402
619,2025-01-26 18:00,94.2901,0.810617
620,2025-01-26 19:00,92.9012,0.810807
621,2025-01-26 20:00,91.1265,0.810969
622,2025-01-26 21:00,89.2747,0.811101
623,2025-01-26 22:00,87.2685,0.8112
624,2025-01-26 23:00,83.642,0.81124
625,2025-01-27 00:00,80.4784,0.81123
626,2025-01-27 01:00,77.8549,0.811177
627,2025-01-27 02:00,73.2253,0.811052
628,2025-01-27 03:00,69.3673,0.810865
629,2025-01-27 04:00,65.3549,0.810615
630,2025-01-27 05:00,60.6481,0.810291
631,2025-01-27 06:00,57.0216,0.80991
632,2025-01-27 07:00,56.25,0.809519
633,2025-01-27 08:00,71.4506,0.809368
634,2025-01-27 09:00,91.5895,0.809537
635,2025-01-27 10:00,97.8395,0.809802
636,2025-01-27 11:00,99.9228,0.8101
637,2025-01-27 12:00,100.0,0.810398
638,2025-01-27 13:00,100.0,0.810696
639,2025-01-27 14:00,100.0,0.810992
640,2025-01-27 15:00,99.6142,0.811281
641,2025-01-27 16:00,99.0741,0.811561
642,2025-01-27 17:00,98.3025,0.811828
643,2025-01-27 18:00,96.5278,0.812067
644,2025-01-27 19:00,94.6759,0.812276
645,2025-01-27 20:00,94.1358,0.812476
646,2025-01-27 21:00,93.287,0.812662
647,2025-01-27 22:00,91.2809,0.812817
648,2025-01-27 23:00,89.3519,0.812942
649,2025-01-28 00:00,86.8827,0.813028
650,2025-01-28 01:00,84.9537,0.813084
651,2025-01-28 02:00,82.716,0.813106
652,2025-01-28 03:00,79.784,0.813082
653,2025-01-28 04:00,76.929,0.813015
654,2025-01-28 05:00,74.537,0.812912
655,2025-01-28 06:00,71.9136,0.812769
656,2025-01-28 07:00,69.9846,0.812596
657,2025-01-28 08:00,86.6512,0.812679
658,2025-01-28 09:00,96.2963,0.812907
659,2025-01-28 10:00,99.8457,0.813188
660,2025-01-28 11:00,100.0,0.813472
661,2025-01-28 12:00,100.0,0.813754
662,2025-01-28 13:00,100.0,0.814035
663,2025-01-28 14:00,100.0,0.814316
664,2025-01-28 15:00,99.8457,0.814593
665,2025-01-28 16:00,99.4599,0.814864
666,2025-01-28 17:00,98.8426,0.815124
667,2025-01-28 18:00,97.9938,0.815371
668,2025-01-28 19:00,96.9136,0.815601
669,2025-01-28 20:00,95.4475,0.815809
670,2025-01-28 21:00,94.9846,0.816009
671,2025-01-28 22:00,94.3673,0.816199
672,2025-01-28 23:00,93.5957,0.816378
673,2025-01-29 00:00,93.0556,0.816547
674,2025-01-29 01:00,92.2068,0.816704
675,2025-01-29 02:00,90.2778,0.816831
676,2025-01-29 03:00,89.5062,0.816947
677,2025-01-29 04:00,88.3488,0.817045
678,2025-01-29 05:00,87.3457,0.817129
679,2025-01-29 06:00,84.9537,0.817176
680,2025-01-29 07:00,83.7191,0.817206
681,2025-01-29 08:00,87.037,0.817284
682,2025-01-29 09:00,87.6543,0.817371
683,2025-01-29 10:00,87.1914,0.81745
684,2025-01-29 11:00,90.8951,0.817584
685,2025-01-29 12:00,94.5988,0.817772
686,2025-01-29 13:00,95.2932,0.817969
687,2025-01-29 14:00,94.4444,0.818153
688,2025-01-29 15:00,93.3642,0.818321
689,2025-01-29 16:00,91.8981,0.818467
690,2025-01-29 17:00,86.5741,0.818535
691,2025-01-29 18:00,84.1049,0.818568
692,2025-01-29 19:00,81.4815,0.818562
693,2025-01-29 20:00,79.0123,0.818521
694,2025-01-29 21:00,77.0062,0.818452
695,2025-01-29 22:00,75.0,0.818353
696,2025-01-29 23:00,72.2222,0.818215
697,2025-01-30 00:00,70.9877,0.81806
698,2025-01-30 01:00,70.216,0.817894
699,2025-01-30 02:00,67.6698,0.817692
700,2025-01-30 03:00,65.9722,0.817466
701,2025-01-30 04:00,64.2747,0.817217
702,2025-01-30 05:00,63.0401,0.81695
703,2025-01-30 06:00,62.1142,0.816672
704,2025-01-30 07:00,61.6512,0.816388
705,2025-01-30 08:00,77.0833,0.816323
706,2025-01-30 09:00,81.9444,0.816327
707,2025-01-30 10:00,88.8889,0.81643
708,2025-01-30 11:00,93.6728,0.8166
709,2025-01-30 12:00,96.142,0.816804
710,2025-01-30 13:00,96.6049,0.817014
711,2025-01-30 14:00,95.9105,0.817214
712,2025-01-30 15:00,94.9846,0.817401
713,2025-01-30 16:00,93.8272,0.81757
714,2025-01-30 17:00,91.2809,0.817703
715,2025-01-30 18:00,88.966,0.817804
716,2025-01-30 19:00,86.4969,0.81787
717,2025-01-30 20:00,82.1759,0.817875
718,2025-01-30 21:00,77.5463,0.817816
719,2025-01-30 22:00,70.2932,0.817657
720,2025-01-30 23:00,66.1265,0.817439
