id,row,col,alive_percent,resilience
244,6,28,58.8889,0.588889
245,6,29,84.7222,0.847222
246,6,30,84.8611,0.848611
247,6,31,90.8333,0.908333
248,6,32,97.7778,0.977778
249,6,33,97.7778,0.977778
250,6,34,98.4722,0.984722
251,6,35,98.3333,0.983333
252,7,0,88.75,0.8875
253,7,1,80.0,0.8
254,7,2,84.4444,0.844444
255,7,3,95.9722,0.959722
256,7,4,96.9444,0.969444
257,7,5,95.9722,0.959722
258,7,6,98.1944,0.981944
259,7,7,96.5278,0.965278
260,7,8,95.0,0.95
261,7,9,96.1111,0.961111
262,7,10,98.3333,0.983333
263,7,11,98.4722,0.984722
264,7,12,98.3333,0.983333
265,7,13,57.2222,0.572222
266,7,14,52.5,0.525
267,7,15,84.8611,0.848611
268,7,16,87.7778,0.877778
269,7,17,86.5278,0.865278
270,7,18,76.6667,0.766667
271,7,19,96.1111,0.961111
272,7,20,71.25,0.7125
273,7,21,37.9167,0.379167
274,7,22,32.9167,0.329167
275,7,23,36.25,0.3625
276,7,24,17.2222,0.172222
277,7,25,29.3056,0.293056
278,7,26,35.0,0.35
279,7,27,37.5,0.375
280,7,28,11.3889,0.113889
281,7,29,36.25,0.3625
282,7,30,97.9167,0.979167
283,7,31,96.8056,0.968056
284,7,32,86.3889,0.863889
285,7,33,98.3333,0.983333
286,7,34,98.4722,0.984722
287,7,35,98.3333,0.983333
288,8,0,84.0278,0.840278
289,8,1,89.1667,0.891667
290,8,2,91.6667,0.916667
291,8,3,96.9444,0.969444
292,8,4,97.2222,0.972222
293,8,5,97.2222,0.972222
294,8,6,97.2222,0.972222
295,8,7,97.5,0.975
296,8,8,96.5278,0.965278
297,8,9,96.1111,0.961111
298,8,10,95.6944,0.956944
299,8,11,98.3333,0.983333
300,8,12,66.5278,0.665278
301,8,13,7.3611,0.073611
302,8,14,26.6667,0.266667
303,8,15,5.8333,0.058333
304,8,16,85.9722,0.859722
305,8,17,79.7222,0.797222
306,8,18,96.5278,0.965278
307,8,19,95.0,0.95
308,8,20,95.5556,0.955556
309,8,21,19.1667,0.191667
310,8,22,19.0278,0.190278
311,8,23,33.8889,0.338889
312,8,24,16.6667,0.166667
313,8,25,27.3611,0.273611
314,8,26,27.7778,0.277778
315,8,27,38.75,0.3875
316,8,28,56.3889,0.563889
317,8,29,97.9167,0.979167
318,8,30,98.0556,0.980556
319,8,31,97.9167,0.979167
320,8,32,97.6389,0.976389
321,8,33,97.2222,0.972222
322,8,34,98.3333,0.983333
323,8,35,97.9167,0.979167
324,9,0,90.4167,0.904167
325,9,1,73.3333,0.733333
326,9,2,95.9722,0.959722
327,9,3,97.2222,0.972222
328,9,4,96.6667,0.966667
329,9,5,95.8333,0.958333
330,9,6,96.9444,0.969444
331,9,7,95.6944,0.956944
332,9,8,74.8611,0.748611
333,9,9,95.9722,0.959722
334,9,10,95.1389,0.951389
335,9,11,82.7778,0.827778
336,9,12,67.6389,0.676389
337,9,13,73.75,0.7375
338,9,14,60.0,0.6
339,9,15,97.7778,0.977778
340,9,16,87.0833,0.870833
341,9,17,86.25,0.8625
342,9,18,84.5833,0.845833
343,9,19,95.5556,0.955556
344,9,20,6.1111,0.061111
345,9,21,39.1667,0.391667
346,9,22,38.0556,0.380556
347,9,23,36.25,0.3625
348,9,24,32.7778,0.327778
349,9,25,13.4722,0.134722
350,9,26,36.8056,0.368056
351,9,27,55.6944,0.556944
352,9,28,46.6667,0.466667
353,9,29,98.0556,0.980556
354,9,30,98.0556,0.980556
355,9,31,98.1944,0.981944
356,9,32,52.5,0.525
357,9,33,97.0833,0.970833
358,9,34,97.2222,0.972222
359,9,35,97.9167,0.979167
360,10,0,98.4722,0.984722
361,10,1,98.75,0.9875
362,10,2,98.3333,0.983333
363,10,3,98.4722,0.984722
364,10,4,96.9444,0.969444
365,10,5,95.1389,0.951389
366,10,6,95.9722,0.959722
367,10,7,95.1389,0.951389
368,10,8,95.6944,0.956944
369,10,9,96.1111,0.961111
370,10,10,97.6389,0.976389
371,10,11,17.6389,0.176389
372,10,12,74.3056,0.743056
373,10,13,67.9167,0.679167
374,10,14,97.9167,0.979167
375,10,15,98.0556,0.980556
376,10,16,97.7778,0.977778
377,10,17,97.3611,0.973611
378,10,18,84.5833,0.845833
379,10,19,90.1389,0.901389
380,10,20,46.9444,0.469444
381,10,21,39.3056,0.393056
382,10,22,31.1111,0.311111
383,10,23,31.25,0.3125
384,10,24,23.1944,0.231944
385,10,25,74.1667,0.741667
386,10,26,54.4444,0.544444
387,10,27,10.1389,0.101389
388,10,28,77.0833,0.770833
389,10,29,79.5833,0.795833
390,10,30,98.1944,0.981944
391,10,31,70.8333,0.708333
392,10,32,94.3056,0.943056
393,10,33,97.3611,0.973611
394,10,34,97.7778,0.977778
395,10,35,97.7778,0.977778
396,11,0,98.3333,0.983333
397,11,1,98.4722,0.984722
398,11,2,98.8889,0.988889
399,11,3,98.3333,0.983333
400,11,4,98.4722,0.984722
401,11,5,82.0833,0.820833
402,11,6,96.5278,0.965278
403,11,7,95.1389,0.951389
404,11,8,81.1111,0.811111
405,11,9,97.0833,0.970833
406,11,10,97.6389,0.976389
407,11,11,97.3611,0.973611
408,11,12,70.1389,0.701389
409,11,13,97.9167,0.979167
410,11,14,97.9167,0.979167
411,11,15,97.9167,0.979167
412,11,16,97.6389,0.976389
413,11,17,98.3333,0.983333
414,11,18,97.2222,0.972222
415,11,19,88.0556,0.880556
416,11,20,85.2778,0.852778
417,11,21,44.3056,0.443056
418,11,22,26.9444,0.269444
419,11,23,38.6111,0.386111
420,11,24,68.3333,0.683333
421,11,25,72.7778,0.727778
422,11,26,71.1111,0.711111
423,11,27,63.4722,0.634722
424,11,28,70.4167,0.704167
425,11,29,69.7222,0.697222
426,11,30,70.1389,0.701389
427,11,31,73.1944,0.731944
428,11,32,81.3889,0.813889
429,11,33,97.0833,0.970833
430,11,34,97.2222,0.972222
431,11,35,97.7778,0.977778
432,12,0,98.3333,0.983333
433,12,1,98.6111,0.986111
434,12,2,98.6111,0.986111
435,12,3,98.8889,0.988889
436,12,4,97.2222,0.972222
437,12,5,98.0556,0.980556
438,12,6,96.8056,0.968056
439,12,7,96.25,0.9625
440,12,8,96.3889,0.963889
441,12,9,98.3333,0.983333
442,12,10,97.3611,0.973611
443,12,11,93.1944,0.931944
444,12,12,57.6389,0.576389
445,12,13,70.2778,0.702778
446,12,14,97.7778,0.977778
447,12,15,95.1389,0.951389
448,12,16,98.1944,0.981944
449,12,17,98.75,0.9875
450,12,18,98.3333,0.983333
451,12,19,92.3611,0.923611
452,12,20,77.6389,0.776389
453,12,21,26.5278,0.265278
454,12,22,81.3889,0.813889
455,12,23,40.8333,0.408333
456,12,24,24.0278,0.240278
457,12,25,70.2778,0.702778
458,12,26,56.8056,0.568056
459,12,27,36.6667,0.366667
460,12,28,92.7778,0.927778
461,12,29,76.9444,0.769444
462,12,30,76.25,0.7625
463,12,31,88.6111,0.886111
464,12,32,71.5278,0.715278
465,12,33,83.6111,0.836111
466,12,34,96.6667,0.966667
467,12,35,66.9444,0.669444
468,13,0,70.0,0.7
469,13,1,97.6389,0.976389
470,13,2,98.75,0.9875
471,13,3,98.8889,0.988889
472,13,4,98.6111,0.986111
473,13,5,97.9167,0.979167
474,13,6,97.6389,0.976389
475,13,7,96.6667,0.966667
476,13,8,98.4722,0.984722
477,13,9,98.3333,0.983333
478,13,10,98.4722,0.984722
479,13,11,96.9444,0.969444
480,13,12,96.1111,0.961111
481,13,13,22.9167,0.229167
482,13,14,57.2222,0.572222
483,13,15,98.3333,0.983333
484,13,16,98.75,0.9875
485,13,17,98.4722,0.984722
486,13,18,98.6111,0.986111
487,13,19,79.8611,0.798611
488,13,20,66.9444,0.669444
489,13,21,86.3889,0.863889
490,13,22,81.8056,0.818056
491,13,23,82.0833,0.820833
492,13,24,44.8611,0.448611
493,13,25,36.9444,0.369444
494,13,26,49.5833,0.495833
495,13,27,92.3611,0.923611
496,13,28,92.6389,0.926389
497,13,29,92.6389,0.926389
498,13,30,98.4722,0.984722
499,13,31,85.2778,0.852778
500,13,32,86.8056,0.868056
501,13,33,71.9444,0.719444
502,13,34,58.75,0.5875
503,13,35,69.4444,0.694444
504,14,0,70.1389,0.701389
505,14,1,95.1389,0.951389
506,14,2,97.7778,0.977778
507,14,3,98.6111,0.986111
508,14,4,95.1389,0.951389
509,14,5,97.7778,0.977778
510,14,6,94.0278,0.940278
511,14,7,96.25,0.9625
512,14,8,97.9167,0.979167
513,14,9,98.3333,0.983333
514,14,10,97.9167,0.979167
515,14,11,98.0556,0.980556
516,14,12,96.25,0.9625
517,14,13,94.5833,0.945833
518,14,14,98.6111,0.986111
519,14,15,95.6944,0.956944
520,14,16,98.1944,0.981944
521,14,17,98.4722,0.984722
522,14,18,78.0556,0.780556
523,14,19,18.0556,0.180556
524,14,20,87.3611,0.873611
525,14,21,82.0833,0.820833
526,14,22,78.1944,0.781944
527,14,23,28.4722,0.284722
528,14,24,41.6667,0.416667
529,14,25,38.4722,0.384722
530,14,26,30.9722,0.309722
531,14,27,48.0556,0.480556
532,14,28,91.6667,0.916667
533,14,29,98.4722,0.984722
534,14,30,98.1944,0.981944
535,14,31,98.4722,0.984722
536,14,32,56.5278,0.565278
537,14,33,27.0833,0.270833
538,14,34,49.5833,0.495833
539,14,35,60.8333,0.608333
540,15,0,98.4722,0.984722
541,15,1,97.7778,0.977778
542,15,2,97.7778,0.977778
543,15,3,98.0556,0.980556
544,15,4,97.6389,0.976389
545,15,5,95.2778,0.952778
546,15,6,92.7778,0.927778
547,15,7,91.25,0.9125
548,15,8,95.5556,0.955556
549,15,9,97.9167,0.979167
550,15,10,98.0556,0.980556
551,15,11,97.9167,0.979167
552,15,12,97.6389,0.976389
553,15,13,98.75,0.9875
554,15,14,98.4722,0.984722
555,15,15,98.4722,0.984722
556,15,16,98.6111,0.986111
557,15,17,96.6667,0.966667
558,15,18,98.75,0.9875
559,15,19,93.0556,0.930556
560,15,20,87.9167,0.879167
561,15,21,89.4444,0.894444
562,15,22,66.6667,0.666667
563,15,23,43.8889,0.438889
564,15,24,40.9722,0.409722
565,15,25,25.8333,0.258333
566,15,26,54.0278,0.540278
567,15,27,37.6389,0.376389
568,15,28,31.9444,0.319444
569,15,29,78.6111,0.786111
570,15,30,98.4722,0.984722
571,15,31,69.8611,0.698611
572,15,32,53.1944,0.531944
573,15,33,70.9722,0.709722
574,15,34,40.4167,0.404167
575,15,35,34.5833,0.345833
576,16,0,98.3333,0.983333
577,16,1,98.6111,0.986111
578,16,2,97.6389,0.976389
579,16,3,97.7778,0.977778
580,16,4,95.0,0.95
581,16,5,89.7222,0.897222
582,16,6,89.0278,0.890278
583,16,7,55.1389,0.551389
584,16,8,22.2222,0.222222
585,16,9,96.1111,0.961111
586,16,10,97.0833,0.970833
587,16,11,97.6389,0.976389
588,16,12,96.25,0.9625
589,16,13,95.2778,0.952778
590,16,14,98.6111,0.986111
591,16,15,98.6111,0.986111
592,16,16,98.6111,0.986111
593,16,17,98.8889,0.988889
594,16,18,98.6111,0.986111
595,16,19,98.75,0.9875
596,16,20,92.7778,0.927778
597,16,21,67.7778,0.677778
598,16,22,26.9444,0.269444
599,16,23,81.1111,0.811111
600,16,24,96.6667,0.966667
601,16,25,81.1111,0.811111
602,16,26,92.7778,0.927778
603,16,27,54.7222,0.547222
604,16,28,78.4722,0.784722
605,16,29,79.7222,0.797222
606,16,30,76.6667,0.766667
607,16,31,28.4722,0.284722
608,16,32,71.9444,0.719444
609,16,33,71.9444,0.719444
610,16,34,73.8889,0.738889
611,16,35,46.6667,0.466667
612,17,0,98.6111,0.986111
613,17,1,93.0556,0.930556
614,17,2,93.0556,0.930556
615,17,3,94.3056,0.943056
616,17,4,85.5556,0.855556
617,17,5,92.5,0.925
618,17,6,77.9167,0.779167
619,17,7,75.4167,0.754167
620,17,8,90.0,0.9
621,17,9,86.9444,0.869444
622,17,10,97.5,0.975
623,17,11,96.5278,0.965278
624,17,12,94.8611,0.948611
625,17,13,93.6111,0.936111
626,17,14,91.8056,0.918056
627,17,15,95.8333,0.958333
628,17,16,98.3333,0.983333
629,17,17,97.2222,0.972222
630,17,18,98.75,0.9875
631,17,19,95.0,0.95
632,17,20,85.5556,0.855556
633,17,21,25.6944,0.256944
634,17,22,85.8333,0.858333
635,17,23,97.3611,0.973611
636,17,24,96.5278,0.965278
637,17,25,96.1111,0.961111
638,17,26,95.4167,0.954167
639,17,27,92.6389,0.926389
640,17,28,70.1389,0.701389
641,17,29,76.8056,0.768056
642,17,30,34.0278,0.340278
643,17,31,52.7778,0.527778
644,17,32,54.4444,0.544444
645,17,33,75.0,0.75
646,17,34,74.5833,0.745833
647,17,35,73.75,0.7375
648,18,0,95.9722,0.959722
649,18,1,95.8333,0.958333
650,18,2,94.1667,0.941667
651,18,3,94.8611,0.948611
652,18,4,85.5556,0.855556
653,18,5,85.8333,0.858333
654,18,6,85.2778,0.852778
655,18,7,90.1389,0.901389
656,18,8,87.3611,0.873611
657,18,9,97.2222,0.972222
658,18,10,97.3611,0.973611
659,18,11,97.0833,0.970833
660,18,12,93.3333,0.933333
661,18,13,94.0278,0.940278
662,18,14,94.5833,0.945833
663,18,15,93.1944,0.931944
664,18,16,97.0833,0.970833
665,18,17,98.75,0.9875
666,18,18,98.8889,0.988889
667,18,19,91.25,0.9125
668,18,20,87.6389,0.876389
669,18,21,82.6389,0.826389
670,18,22,95.8333,0.958333
671,18,23,97.6389,0.976389
672,18,24,97.0833,0.970833
673,18,25,96.9444,0.969444
674,18,26,95.5556,0.955556
675,18,27,95.4167,0.954167
676,18,28,70.5556,0.705556
677,18,29,50.0,0.5
678,18,30,45.9722,0.459722
679,18,31,24.0278,0.240278
680,18,32,59.8611,0.598611
681,18,33,49.4444,0.494444
682,18,34,73.0556,0.730556
683,18,35,74.1667,0.741667
684,19,0,95.5556,0.955556
685,19,1,92.9167,0.929167
686,19,2,94.7222,0.947222
687,19,3,95.2778,0.952778
688,19,4,94.7222,0.947222
689,19,5,85.5556,0.855556
690,19,6,85.9722,0.859722
691,19,7,85.4167,0.854167
692,19,8,91.25,0.9125
693,19,9,83.4722,0.834722
694,19,10,96.9444,0.969444
695,19,11,94.5833,0.945833
696,19,12,92.3611,0.923611
697,19,13,84.5833,0.845833
698,19,14,82.9167,0.829167
699,19,15,95.5556,0.955556
700,19,16,98.8889,0.988889
701,19,17,98.6111,0.986111
702,19,18,98.6111,0.986111
703,19,19,98.75,0.9875
704,19,20,91.25,0.9125
705,19,21,81.6667,0.816667
706,19,22,97.6389,0.976389
707,19,23,97.7778,0.977778
708,19,24,97.6389,0.976389
709,19,25,84.4444,0.844444
710,19,26,96.5278,0.965278
711,19,27,58.6111,0.586111
712,19,28,44.1667,0.441667
713,19,29,39.0278,0.390278
714,19,30,46.5278,0.465278
715,19,31,64.3056,0.643056
716,19,32,64.7222,0.647222
717,19,33,60.1389,0.601389
718,19,34,73.0556,0.730556
719,19,35,77.3611,0.773611
720,20,0,93.4722,0.934722
721,20,1,91.8056,0.918056
722,20,2,92.9167,0.929167
723,20,3,94.7222,0.947222
724,20,4,84.0278,0.840278
725,20,5,85.4167,0.854167
726,20,6,85.8333,0.858333
727,20,7,85.9722,0.859722
728,20,8,95.5556,0.955556
729,20,9,83.8889,0.838889
730,20,10,87.3611,0.873611
731,20,11,90.6944,0.906944
732,20,12,89.5833,0.895833
733,20,13,84.0278,0.840278
734,20,14,85.2778,0.852778
735,20,15,80.8333,0.808333
736,20,16,98.8889,0.988889
737,20,17,98.6111,0.986111
738,20,18,98.75,0.9875
739,20,19,98.1944,0.981944
740,20,20,98.1944,0.981944
741,20,21,96.5278,0.965278
742,20,22,97.7778,0.977778
743,20,23,97.5,0.975
744,20,24,95.9722,0.959722
745,20,25,89.5833,0.895833
746,20,26,58.75,0.5875
747,20,27,50.1389,0.501389
748,20,28,47.7778,0.477778
749,20,29,23.8889,0.238889
750,20,30,60.5556,0.605556
751,20,31,63.3333,0.633333
752,20,32,66.5278,0.665278
753,20,33,75.8333,0.758333
754,20,34,64.5833,0.645833
755,20,35,75.2778,0.752778
756,21,0,97.0833,0.970833
757,21,1,93.8889,0.938889
758,21,2,79.7222,0.797222
759,21,3,63.8889,0.638889
760,21,4,82.6389,0.826389
761,21,5,85.4167,0.854167
762,21,6,85.9722,0.859722
763,21,7,95.5556,0.955556
764,21,8,95.8333,0.958333
765,21,9,96.1111,0.961111
766,21,10,86.6667,0.866667
767,21,11,84.7222,0.847222
768,21,12,94.3056,0.943056
769,21,13,97.7778,0.977778
770,21,14,78.3333,0.783333
771,21,15,98.0556,0.980556
772,21,16,98.6111,0.986111
773,21,17,98.6111,0.986111
774,21,18,98.6111,0.986111
775,21,19,98.6111,0.986111
776,21,20,92.6389,0.926389
777,21,21,94.0278,0.940278
778,21,22,97.0833,0.970833
779,21,23,97.5,0.975
780,21,24,86.9444,0.869444
781,21,25,32.6389,0.326389
782,21,26,51.3889,0.513889
783,21,27,60.9722,0.609722
784,21,28,25.8333,0.258333
785,21,29,31.5278,0.315278
786,21,30,40.0,0.4
787,21,31,64.7222,0.647222
788,21,32,76.25,0.7625
789,21,33,94.3056,0.943056
790,21,34,87.2222,0.872222
791,21,35,91.9444,0.919444
792,22,0,97.9167,0.979167
793,22,1,96.5278,0.965278
794,22,2,95.4167,0.954167
795,22,3,83.75,0.8375
796,22,4,85.5556,0.855556
797,22,5,97.0833,0.970833
798,22,6,97.0833,0.970833
799,22,7,87.3611,0.873611
800,22,8,97.9167,0.979167
801,22,9,80.4167,0.804167
802,22,10,97.6389,0.976389
803,22,11,97.7778,0.977778
804,22,12,98.0556,0.980556
805,22,13,97.9167,0.979167
806,22,14,97.9167,0.979167
807,22,15,98.75,0.9875
808,22,16,98.8889,0.988889
809,22,17,98.3333,0.983333
810,22,18,98.6111,0.986111
811,22,19,98.4722,0.984722
812,22,20,98.6111,0.986111
813,22,21,91.3889,0.913889
814,22,22,93.0556,0.930556
815,22,23,91.1111,0.911111
816,22,24,81.3889,0.813889
817,22,25,48.6111,0.486111
818,22,26,69.1667,0.691667
819,22,27,58.8889,0.588889
820,22,28,57.3611,0.573611
821,22,29,33.8889,0.338889
822,22,30,14.0278,0.140278
823,22,31,61.1111,0.611111
824,22,32,94.5833,0.945833
825,22,33,95.1389,0.951389
826,22,34,95.0,0.95
827,22,35,94.8611,0.948611
828,23,0,97.7778,0.977778
829,23,1,97.7778,0.977778
830,23,2,95.6944,0.956944
831,23,3,95.1389,0.951389
832,23,4,97.0833,0.970833
833,23,5,97.9167,0.979167
834,23,6,97.9167,0.979167
835,23,7,97.9167,0.979167
836,23,8,97.9167,0.979167
837,23,9,97.9167,0.979167
838,23,10,97.7778,0.977778
839,23,11,97.9167,0.979167
840,23,12,98.0556,0.980556
841,23,13,97.9167,0.979167
842,23,14,98.8889,0.988889
843,23,15,99.0278,0.990278
844,23,16,98.6111,0.986111
845,23,17,98.8889,0.988889
846,23,18,84.1667,0.841667
847,23,19,98.6111,0.986111
848,23,20,43.3333,0.433333
849,23,21,66.5278,0.665278
850,23,22,90.5556,0.905556
851,23,23,80.2778,0.802778
852,23,24,69.1667,0.691667
853,23,25,70.8333,0.708333
854,23,26,70.0,0.7
855,23,27,68.3333,0.683333
856,23,28,49.5833,0.495833
857,23,29,33.4722,0.334722
858,23,30,49.4444,0.494444
859,23,31,63.6111,0.636111
860,23,32,87.7778,0.877778
861,23,33,94.5833,0.945833
862,23,34,95.9722,0.959722
863,23,35,96.25,0.9625
864,24,0,97.9167,0.979167
865,24,1,84.3056,0.843056
866,24,2,95.1389,0.951389
867,24,3,96.5278,0.965278
868,24,4,97.6389,0.976389
869,24,5,97.9167,0.979167
870,24,6,97.9167,0.979167
871,24,7,97.9167,0.979167
872,24,8,97.9167,0.979167
873,24,9,97.9167,0.979167
874,24,10,97.7778,0.977778
875,24,11,97.9167,0.979167
876,24,12,97.9167,0.979167
877,24,13,97.9167,0.979167
878,24,14,97.9167,0.979167
879,24,15,98.8889,0.988889
