id,row,col,building_type,norm,alive_percent,critical_percent,permanently_dead,resilience
469,13,1,residential,1.0,38.4722,0.1389,True,0.36831
470,13,2,residential,1.0,38.1944,0.0,True,0.366549
471,13,3,residential,1.0,31.8056,0.0,True,0.302326
472,13,4,residential,1.0,23.6111,0.0,True,0.219624
473,13,5,residential,1.0,23.6111,0.1389,True,0.220757
474,13,6,residential,1.0,27.3611,0.1389,True,0.255752
475,13,7,residential,1.0,27.0833,0.0,True,0.268378
476,13,8,residential,1.0,27.2222,0.1389,True,0.260511
477,13,9,residential,1.0,24.4444,0.1389,True,0.232159
478,13,10,residential,1.0,32.6389,0.1389,True,0.30938
479,13,11,residential,1.0,34.4444,0.1389,True,0.32667
480,13,12,residential,1.0,34.3056,0.1389,True,0.332024
481,13,13,residential,1.0,33.0556,0.2778,True,0.304731
482,13,14,residential,1.0,41.8056,0.0,True,0.400455
483,13,15,residential,1.0,28.3333,0.1389,True,0.255697
484,13,16,residential,1.0,26.9444,0.1389,True,0.256688
485,13,17,residential,1.0,27.7778,0.1389,True,0.268171
486,13,18,residential,1.0,27.7778,0.1389,True,0.261066
487,13,19,residential,1.0,27.2222,0.1389,True,0.257103
488,13,20,residential,1.0,27.6389,1.5278,True,0.241047
489,13,21,residential,1.0,35.4167,0.0,True,0.343646
490,13,22,residential,1.0,36.5278,0.0,True,0.351333
491,13,23,residential,1.0,40.2778,0.1389,True,0.389785
492,13,24,residential,1.0,32.7778,0.0,True,0.313864
493,13,25,residential,1.0,31.8056,0.1389,True,0.301207
494,13,26,residential,1.0,24.8611,0.4167,True,0.219613
495,13,27,residential,1.0,25.8333,0.5556,True,0.230267
496,13,28,residential,1.0,27.2222,0.2778,True,0.262407
497,13,29,residential,1.0,26.6667,0.2778,True,0.251357
498,13,30,residential,1.0,19.5833,2.2222,True,0.12809
499,13,31,residential,1.0,21.8056,0.0,True,0.190074
500,13,32,residential,1.0,21.9444,0.6944,True,0.181786
501,13,33,residential,1.0,22.3611,0.0,True,0.215827
502,13,34,residential,1.0,26.3889,0.2778,True,0.247394
503,13,35,residential,1.0,26.3889,0.0,True,0.257897
504,14,0,residential,1.0,25.4167,0.0,True,0.246179
505,14,1,residential,1.0,21.5278,1.9444,True,0.158929
506,14,2,residential,1.0,31.8056,0.0,True,0.311159
507,14,3,residential,1.0,23.6111,1.9444,True,0.200312
508,14,4,residential,1.0,21.5278,0.4167,True,0.175612
509,14,5,residential,1.0,24.1667,0.6944,True,0.214214
510,14,6,residential,1.0,22.7778,0.6944,True,0.194936
511,14,7,residential,1.0,27.0833,0.4167,True,0.245687
512,14,8,residential,1.0,26.3889,0.0,True,0.249786
513,14,9,residential,1.0,25.5556,0.0,True,0.245229
514,14,10,residential,1.0,20.2778,1.5278,True,0.172931
515,14,11,residential,1.0,32.9167,0.2778,True,0.313903
516,14,12,residential,1.0,32.9167,0.1389,True,0.312542
517,14,13,residential,1.0,30.0,0.2778,True,0.285
518,14,14,residential,1.0,28.6111,0.0,True,0.275463
519,14,15,residential,1.0,24.4444,1.3889,True,0.208007
520,14,16,residential,1.0,24.4444,0.0,True,0.238928
521,14,17,residential,1.0,27.3611,1.3889,True,0.239469
522,14,18,residential,1.0,27.6389,1.8056,True,0.239383
523,14,19,residential,1.0,25.8333,0.0,True,0.245809
524,14,20,residential,1.0,27.2222,1.6667,True,0.239782
525,14,21,residential,1.0,28.6111,0.0,True,0.269425
526,14,22,residential,1.0,35.4167,0.0,True,0.339155
527,14,23,residential,1.0,22.0833,0.2778,True,0.191305
528,14,24,residential,1.0,31.8056,0.1389,True,0.299491
529,14,25,residential,1.0,25.2778,0.6944,True,0.219142
530,14,26,residential,1.0,33.6111,0.0,True,0.322319
531,14,27,residential,1.0,27.2222,0.2778,True,0.243225
532,14,28,residential,1.0,28.1944,0.0,True,0.267556
533,14,29,residential,1.0,27.5,0.2778,True,0.254613
534,14,30,residential,1.0,25.4167,0.0,True,0.236809
535,14,31,residential,1.0,21.8056,0.0,True,0.212434
536,14,32,residential,1.0,21.8056,1.3889,True,0.179913
537,14,33,residential,1.0,22.7778,0.1389,True,0.21175
538,14,34,residential,1.0,19.8611,2.0833,True,0.15388
539,14,35,residential,1.0,26.3889,0.2778,True,0.238723
540,15,0,residential,1.0,26.6667,0.5556,True,0.241518
541,15,1,residential,1.0,25.8333,0.0,True,0.247868
542,15,2,residential,1.0,22.3611,0.5556,True,0.192612
543,15,3,residential,1.0,33.75,0.1389,True,0.324409
544,15,4,residential,1.0,37.2222,0.0,True,0.359538
545,15,5,residential,1.0,26.25,0.0,True,0.251982
546,15,6,residential,1.0,24.4444,0.4167,True,0.215993
547,15,7,residential,1.0,25.5556,0.0,True,0.247705
548,15,8,residential,1.0,26.25,0.4167,True,0.239132
549,15,9,residential,1.0,24.5833,0.1389,True,0.219633
550,15,10,residential,1.0,25.0,0.4167,True,0.228006
551,15,11,residential,1.0,25.9722,0.5556,True,0.235675
552,15,12,residential,1.0,29.5833,0.6944,True,0.268487
553,15,13,residential,1.0,25.5556,0.4167,True,0.229245
554,15,14,residential,1.0,23.4722,1.5278,True,0.201606
555,15,15,residential,1.0,19.7222,1.8056,True,0.155247
556,15,16,residential,1.0,25.9722,0.0,True,0.24
557,15,17,residential,1.0,27.0833,0.1389,True,0.252059
558,15,18,residential,1.0,29.3056,0.2778,True,0.272775
559,15,19,residential,1.0,29.0278,0.4167,True,0.266372
560,15,20,residential,1.0,35.5556,0.2778,True,0.336544
561,15,21,residential,1.0,29.7222,0.0,True,0.286893
562,15,22,residential,1.0,26.25,0.5556,True,0.231819
563,15,23,residential,1.0,28.4722,0.1389,True,0.271217
564,15,24,residential,1.0,28.4722,0.0,True,0.281541
565,15,25,residential,1.0,33.6111,0.0,True,0.323588
566,15,26,residential,1.0,33.75,0.0,True,0.327031
567,15,27,residential,1.0,33.75,0.0,True,0.320551
568,15,28,residential,1.0,28.75,0.0,True,0.270124
569,15,29,residential,1.0,26.9444,1.8056,True,0.231254
570,15,30,residential,1.0,20.9722,0.5556,True,0.172801
571,15,31,residential,1.0,22.6389,0.1389,True,0.212384
572,15,32,residential,1.0,21.3889,0.4167,True,0.173259
573,15,33,residential,1.0,23.3333,0.2778,True,0.21955
574,15,34,residential,1.0,26.8056,0.1389,True,0.249657
575,15,35,residential,1.0,19.7222,1.9444,True,0.14349
576,16,0,residential,1.0,26.3889,0.2778,True,0.244342
577,16,1,residential,1.0,25.1389,0.1389,True,0.24271
578,16,2,residential,1.0,33.75,0.1389,True,0.324835
579,16,3,residential,1.0,37.3611,0.0,True,0.361142
580,16,4,residential,1.0,40.2778,0.0,True,0.394754
581,16,5,residential,1.0,38.1944,0.0,True,0.369988
582,16,6,residential,1.0,26.5278,0.1389,True,0.245543
583,16,7,residential,1.0,31.6667,0.0,True,0.307256
584,16,8,residential,1.0,25.5556,0.1389,True,0.232776
585,16,9,residential,1.0,26.3889,0.0,True,0.251995
586,16,10,residential,1.0,26.1111,0.1389,True,0.236782
587,16,11,residential,1.0,26.5278,0.5556,True,0.241356
588,16,12,residential,1.0,26.9444,0.4167,True,0.24755
589,16,13,residential,1.0,26.3889,0.5556,True,0.238479
590,16,14,residential,1.0,24.4444,0.0,True,0.23652
591,16,15,residential,1.0,22.7778,1.6667,True,0.190578
592,16,16,residential,1.0,22.3611,1.9444,True,0.187532
593,16,17,residential,1.0,27.9167,0.6944,True,0.252367
594,16,18,residential,1.0,30.4167,0.0,True,0.286824
595,16,19,residential,1.0,35.5556,0.1389,True,0.337767
596,16,20,residential,1.0,35.9722,0.0,True,0.346442
597,16,21,residential,1.0,35.5556,0.1389,True,0.341301
598,16,22,residential,1.0,29.3056,0.0,True,0.28249
599,16,23,residential,1.0,26.5278,0.1389,True,0.256711
600,16,24,residential,1.0,28.4722,0.4167,True,0.254616
601,16,25,residential,1.0,27.7778,0.5556,True,0.248441
602,16,26,residential,1.0,33.75,0.0,True,0.326293
603,16,27,residential,1.0,30.8333,0.0,True,0.300768
604,16,28,residential,1.0,30.4167,0.0,True,0.29116
605,16,29,residential,1.0,27.5,0.4167,True,0.249165
606,16,30,residential,1.0,23.3333,0.4167,True,0.209843
607,16,31,residential,1.0,23.8889,0.0,True,0.226129
608,16,32,residential,1.0,22.9167,0.6944,True,0.198068
609,16,33,residential,1.0,26.9444,0.1389,True,0.247295
610,16,34,residential,1.0,26.6667,0.0,True,0.265058
611,16,35,residential,1.0,26.6667,0.1389,True,0.244404
612,17,0,residential,1.0,25.5556,0.0,True,0.247452
613,17,1,residential,1.0,23.0556,0.4167,True,0.206691
614,17,2,residential,1.0,25.8333,0.2778,True,0.233658
615,17,3,residential,1.0,40.0,0.0,True,0.391986
616,17,4,residential,1.0,44.3056,0.0,True,0.437194
617,17,5,residential,1.0,44.0278,0.0,True,0.432856
618,17,6,residential,1.0,38.8889,0.0,True,0.380154
619,17,7,residential,1.0,34.8611,0.1389,True,0.337651
620,17,8,residential,1.0,33.1944,0.4167,True,0.311525
621,17,9,residential,1.0,32.3611,0.0,True,0.308077
622,17,10,residential,1.0,26.3889,0.1389,True,0.236813
623,17,11,residential,1.0,25.2778,0.2778,True,0.230067
624,17,12,residential,1.0,26.3889,0.1389,True,0.251548
625,17,13,residential,1.0,24.4444,0.1389,True,0.215233
626,17,14,residential,1.0,28.6111,0.2778,True,0.26165
627,17,15,residential,1.0,23.1944,0.2778,True,0.200804
628,17,16,residential,1.0,25.6944,0.5556,True,0.229888
629,17,17,residential,1.0,28.4722,0.0,True,0.272146
630,17,18,residential,1.0,29.8611,0.2778,True,0.288549
631,17,19,residential,1.0,30.2778,0.0,True,0.28632
632,17,20,residential,1.0,35.5556,0.2778,True,0.342296
633,17,21,residential,1.0,29.1667,0.1389,True,0.26975
634,17,22,residential,1.0,27.6389,0.1389,True,0.25415
635,17,23,residential,1.0,25.2778,0.5556,True,0.22347
636,17,24,residential,1.0,32.6389,0.1389,True,0.308351
637,17,25,residential,1.0,25.6944,0.2778,True,0.231211
638,17,26,residential,1.0,27.5,0.5556,True,0.24163
639,17,27,residential,1.0,29.1667,0.2778,True,0.261683
640,17,28,residential,1.0,27.7778,0.1389,True,0.252729
641,17,29,residential,1.0,27.0833,0.0,True,0.258242
642,17,30,residential,1.0,26.6667,0.1389,True,0.246114
643,17,31,residential,1.0,23.8889,0.0,True,0.220071
644,17,32,residential,1.0,26.8056,0.2778,True,0.242042
645,17,33,residential,1.0,26.9444,0.2778,True,0.256422
646,17,34,residential,1.0,26.6667,0.4167,True,0.237414
647,17,35,residential,1.0,21.3889,0.5556,True,0.176201
648,18,0,residential,1.0,27.9167,0.4167,True,0.251568
649,18,1,residential,1.0,31.9444,0.0,True,0.307163
650,18,2,residential,1.0,38.3333,0.0,True,0.375442
651,18,3,residential,1.0,44.3056,0.0,True,0.437488
652,18,4,residential,1.0,94.1667,0.0,False,0.933202
653,18,5,residential,1.0,44.5833,0.0,True,0.440424
654,18,6,residential,1.0,44.0278,0.0,True,0.432752
655,18,7,residential,1.0,39.1667,0.0,True,0.380629
656,18,8,residential,1.0,35.2778,0.1389,True,0.340886
657,18,9,residential,1.0,35.1389,0.0,True,0.339789
658,18,10,residential,1.0,32.3611,0.4167,True,0.296342
659,18,11,residential,1.0,24.0278,0.0,True,0.230568
660,18,12,residential,1.0,22.5,0.1389,True,0.201293
661,18,13,residential,1.0,34.0278,0.0,True,0.329309
662,18,14,residential,1.0,35.9722,0.0,True,0.344521
663,18,15,residential,1.0,35.1389,0.0,True,0.334566
664,18,16,residential,1.0,22.7778,0.1389,True,0.203074
665,18,17,residential,1.0,25.8333,0.0,True,0.24521
666,18,18,residential,1.0,28.0556,1.25,True,0.240269
667,18,19,residential,1.0,27.9167,1.25,True,0.244973
668,18,20,residential,1.0,34.7222,0.0,True,0.334915
669,18,21,residential,1.0,27.7778,0.2778,True,0.253007
670,18,22,residential,1.0,26.9444,0.0,True,0.256571
671,18,23,residential,1.0,32.6389,0.1389,True,0.31412
672,18,24,residential,1.0,32.9167,0.0,True,0.322301
673,18,25,residential,1.0,32.6389,0.1389,True,0.315898
674,18,26,residential,1.0,25.9722,0.4167,True,0.224291
675,18,27,residential,1.0,25.6944,0.6944,True,0.225688
676,18,28,residential,1.0,26.3889,0.0,True,0.243829
677,18,29,residential,1.0,28.1944,0.2778,True,0.266869
678,18,30,residential,1.0,21.9444,1.8056,True,0.169543
679,18,31,residential,1.0,26.8056,0.0,True,0.254601
680,18,32,residential,1.0,27.7778,0.1389,True,0.263543
681,18,33,residential,1.0,28.3333,0.0,True,0.266406
682,18,34,residential,1.0,26.9444,0.2778,True,0.243945
683,18,35,residential,1.0,24.3056,0.1389,True,0.215049
684,19,0,residential,1.0,32.3611,0.0,True,0.31336
685,19,1,residential,1.0,38.1944,0.0,True,0.374049
686,19,2,residential,1.0,43.8889,0.0,True,0.431294
687,19,3,residential,1.0,94.1667,0.0,False,0.93337
688,19,4,residential,1.0,94.1667,0.0,False,0.937291
689,19,5,residential,1.0,94.1667,0.0,False,0.933191
690,19,6,residential,1.0,43.3333,0.0,True,0.4252
691,19,7,residential,1.0,33.8889,0.2778,True,0.320121
692,19,8,residential,1.0,35.2778,0.0,True,0.339203
693,19,9,residential,1.0,35.2778,0.0,True,0.34428
694,19,10,residential,1.0,34.4444,0.0,True,0.331181
695,19,11,residential,1.0,22.3611,0.1389,True,0.200732
696,19,12,residential,1.0,34.0278,0.0,True,0.329978
697,19,13,residential,1.0,35.9722,0.0,True,0.348299
698,19,14,residential,1.0,37.2222,0.0,True,0.361771
699,19,15,residential,1.0,37.0833,0.0,True,0.361208
700,19,16,residential,1.0,35.1389,0.0,True,0.332371
701,19,17,residential,1.0,23.3333,1.5278,True,0.193637
702,19,18,residential,1.0,25.8333,1.6667,True,0.21727
703,19,19,residential,1.0,34.7222,0.0,True,0.328785
704,19,20,residential,1.0,34.8611,0.1389,True,0.336839
705,19,21,residential,1.0,34.7222,0.0,True,0.336207
706,19,22,residential,1.0,26.3889,0.1389,True,0.243164
707,19,23,residential,1.0,26.6667,0.4167,True,0.240072
708,19,24,residential,1.0,32.6389,0.1389,True,0.312484
709,19,25,residential,1.0,26.8056,0.4167,True,0.238817
710,19,26,residential,1.0,23.1944,0.5556,True,0.195315
711,19,27,residential,1.0,25.1389,0.4167,True,0.219256
712,19,28,residential,1.0,28.0556,0.2778,True,0.270357
713,19,29,residential,1.0,27.3611,0.1389,True,0.259917
714,19,30,residential,1.0,26.5278,0.1389,True,0.248724
715,19,31,residential,1.0,24.5833,1.3889,True,0.208133
716,19,32,residential,1.0,27.9167,0.0,True,0.260803
717,19,33,residential,1.0,28.1944,0.0,True,0.27252
718,19,34,residential,1.0,28.0556,0.0,True,0.270853
719,19,35,residential,1.0,27.0833,0.0,True,0.253176
720,20,0,residential,1.0,30.0,0.2778,True,0.28245
721,20,1,residential,1.0,35.5556,0.5556,True,0.33129
722,20,2,residential,1.0,44.3056,0.1389,True,0.436206
723,20,3,residential,1.0,44.5833,0.0,True,0.442788
724,20,4,residential,1.0,94.1667,0.0,False,0.933669
725,20,5,residential,1.0,44.1667,0.0,True,0.436999
726,20,6,residential,1.0,39.4444,0.0,True,0.384934
727,20,7,residential,1.0,21.9444,1.6667,True,0.172856
728,20,8,residential,1.0,32.2222,0.1389,True,0.308787
729,20,9,residential,1.0,34.5833,0.0,True,0.334078
730,20,10,residential,1.0,26.5278,0.1389,True,0.241607
731,20,11,residential,1.0,31.6667,0.1389,True,0.304531
732,20,12,residential,1.0,33.4722,0.0,True,0.325189
733,20,13,residential,1.0,34.5833,0.0,True,0.335509
734,20,14,residential,1.0,35.9722,0.0,True,0.345076
735,20,15,residential,1.0,35.1389,0.0,True,0.334772
736,20,16,residential,1.0,26.9444,1.3889,True,0.231593
737,20,17,residential,1.0,23.3333,1.9444,True,0.186179
738,20,18,residential,1.0,25.8333,0.4167,True,0.228005
739,20,19,residential,1.0,29.3056,0.1389,True,0.28241
740,20,20,residential,1.0,34.8611,0.0,True,0.336956
741,20,21,residential,1.0,29.0278,0.2778,True,0.267255
742,20,22,residential,1.0,25.0,0.0,True,0.23803
743,20,23,residential,1.0,25.4167,0.2778,True,0.223662
744,20,24,residential,1.0,26.3889,0.1389,True,0.256021
745,20,25,residential,1.0,25.2778,0.0,True,0.239917
746,20,26,residential,1.0,23.1944,1.9444,True,0.18787
747,20,27,residential,1.0,22.0833,0.1389,True,0.194522
748,20,28,residential,1.0,24.8611,1.9444,True,0.208155
749,20,29,residential,1.0,26.5278,1.5278,True,0.236886
750,20,30,residential,1.0,26.5278,0.0,True,0.25753
751,20,31,residential,1.0,26.25,0.0,True,0.240785
752,20,32,residential,1.0,24.4444,0.2778,True,0.216186
753,20,33,residential,1.0,25.9722,0.1389,True,0.23722
754,20,34,residential,1.0,27.0833,0.0,True,0.257185
755,20,35,residential,1.0,25.1389,1.3889,True,0.212093
756,21,0,residential,1.0,20.6944,1.9444,True,0.170302
757,21,1,residential,1.0,37.7778,0.0,True,0.367427
758,21,2,residential,1.0,43.3333,0.0,True,0.424537
759,21,3,residential,1.0,44.5833,0.1389,True,0.438817
760,21,4,residential,1.0,44.1667,0.0,True,0.436903
761,21,5,residential,1.0,40.2778,0.1389,True,0.394156
762,21,6,residential,1.0,37.7778,0.1389,True,0.365738
763,21,7,residential,1.0,31.6667,0.0,True,0.305471
764,21,8,residential,1.0,33.4722,0.1389,True,0.324799
765,21,9,residential,1.0,34.1667,0.2778,True,0.328268
766,21,10,residential,1.0,33.0556,0.1389,True,0.321183
767,21,11,residential,1.0,25.1389,0.2778,True,0.224753
768,21,12,residential,1.0,31.6667,0.1389,True,0.304531
769,21,13,residential,1.0,33.3333,0.0,True,0.320074
770,21,14,residential,1.0,21.9444,1.6667,True,0.171562
771,21,15,residential,1.0,26.9444,0.1389,True,0.253639
772,21,16,residential,1.0,21.6667,2.0833,True,0.156543
773,21,17,residential,1.0,24.1667,1.9444,True,0.194405
774,21,18,residential,1.0,24.7222,0.0,True,0.233455
775,21,19,residential,1.0,27.7778,1.1111,True,0.244911
776,21,20,residential,1.0,30.1389,0.1389,True,0.292677
777,21,21,residential,1.0,29.1667,0.0,True,0.281465
778,21,22,residential,1.0,25.9722,2.0833,True,0.222453
779,21,23,residential,1.0,22.9167,1.6667,True,0.187706
780,21,24,residential,1.0,24.7222,1.3889,True,0.213448
781,21,25,residential,1.0,23.3333,0.0,True,0.211909
782,21,26,residential,1.0,21.5278,0.2778,True,0.200781
783,21,27,residential,1.0,20.5556,2.0833,True,0.157688
784,21,28,residential,1.0,21.6667,0.0,True,0.199375
785,21,29,residential,1.0,22.0833,0.1389,True,0.209512
786,21,30,residential,1.0,26.25,0.0,True,0.246736
787,21,31,residential,1.0,20.6944,0.2778,True,0.167873
788,21,32,residential,1.0,21.8056,1.8056,True,0.183257
789,21,33,residential,1.0,23.0556,0.0,True,0.212702
790,21,34,residential,1.0,24.0278,0.1389,True,0.215342
791,21,35,residential,1.0,19.5833,1.9444,True,0.127196
792,22,0,residential,1.0,32.2222,0.1389,True,0.307308
793,22,1,residential,1.0,41.6667,0.0,True,0.405769
794,22,2,residential,1.0,41.8056,0.0,True,0.413189
795,22,3,residential,1.0,43.3333,0.0,True,0.424225
796,22,4,residential,1.0,40.2778,0.1389,True,0.392999
797,22,5,residential,1.0,37.7778,0.1389,True,0.365738
798,22,6,residential,1.0,31.6667,0.0,True,0.303945
799,22,7,residential,1.0,30.2778,0.0,True,0.29676
800,22,8,residential,1.0,31.3889,0.1389,True,0.297649
801,22,9,residential,1.0,33.0556,0.1389,True,0.32101
802,22,10,residential,1.0,25.4167,0.2778,True,0.240143
803,22,11,residential,1.0,23.3333,0.0,True,0.224444
804,22,12,residential,1.0,21.6667,0.1389,True,0.183439
805,22,13,residential,1.0,24.0278,0.0,True,0.226309
806,22,14,residential,1.0,23.8889,0.0,True,0.221815
807,22,15,residential,1.0,21.3889,0.2778,True,0.179491
808,22,16,residential,1.0,19.7222,0.4167,True,0.141099
809,22,17,residential,1.0,20.9722,1.8056,True,0.166583
810,22,18,residential,1.0,24.4444,0.1389,True,0.231795
811,22,19,residential,1.0,28.8889,0.4167,True,0.261371
812,22,20,residential,1.0,29.7222,0.0,True,0.279664
813,22,21,residential,1.0,29.5833,0.0,True,0.28005
814,22,22,residential,1.0,26.8056,1.9444,True,0.230343
815,22,23,residential,1.0,21.9444,0.0,True,0.205469
816,22,24,residential,1.0,20.9722,1.9444,True,0.154587
817,22,25,residential,1.0,21.1111,0.5556,True,0.175047
818,22,26,residential,1.0,21.3889,0.0,True,0.206333
819,22,27,residential,1.0,22.6389,0.1389,True,0.207267
820,22,28,residential,1.0,20.6944,0.5556,True,0.176655
821,22,29,residential,1.0,20.9722,0.2778,True,0.166214
822,22,30,residential,1.0,22.3611,1.3889,True,0.186796
823,22,31,residential,1.0,20.0,0.5556,True,0.171611
824,22,32,residential,1.0,20.2778,1.9444,True,0.156798
825,22,33,residential,1.0,21.6667,0.2778,True,0.183937
826,22,34,residential,1.0,19.5833,1.9444,True,0.131105
827,22,35,residential,1.0,19.4444,0.0,True,0.18085
828,23,0,residential,1.0,30.0,0.4167,True,0.27773
829,23,1,residential,1.0,38.75,0.1389,True,0.377196
830,23,2,residential,1.0,41.6667,0.0,True,0.406291
831,23,3,residential,1.0,37.3611,0.0,True,0.36419
832,23,4,residential,1.0,25.1389,0.2778,True,0.228697
833,23,5,residential,1.0,21.5278,0.2778,True,0.182025
834,23,6,residential,1.0,24.5833,0.4167,True,0.215886
835,23,7,residential,1.0,29.8611,0.0,True,0.285412
836,23,8,residential,1.0,21.3889,0.2778,True,0.176223
837,23,9,residential,1.0,21.8056,0.4167,True,0.174675
838,23,10,residential,1.0,21.6667,0.2778,True,0.16868
839,23,11,residential,1.0,19.7222,0.4167,True,0.137258
840,23,12,residential,1.0,22.6389,1.9444,True,0.174277
841,23,13,residential,1.0,24.3056,0.0,True,0.232335
842,23,14,residential,1.0,32.3611,0.0,True,0.310279
843,23,15,residential,1.0,23.4722,1.9444,True,0.19377
844,23,16,residential,1.0,21.3889,0.0,True,0.195097
845,23,17,residential,1.0,21.3889,0.0,True,0.204499
846,23,18,residential,1.0,22.5,0.6944,True,0.18234
847,23,19,residential,1.0,22.3611,2.2222,True,0.170753
848,23,20,residential,1.0,28.8889,0.1389,True,0.269359
849,23,21,residential,1.0,27.3611,0.0,True,0.261165
850,23,22,residential,1.0,22.9167,1.9444,True,0.171914
851,23,23,residential,1.0,21.1111,1.9444,True,0.150739
852,23,24,residential,1.0,20.2778,1.8056,True,0.156482
853,23,25,residential,1.0,20.9722,0.0,True,0.196673
854,23,26,residential,1.0,22.6389,0.1389,True,0.214295
855,23,27,residential,1.0,22.3611,0.0,True,0.216552
856,23,28,residential,1.0,22.3611,1.8056,True,0.185106
857,23,29,residential,1.0,22.2222,0.0,True,0.208376
858,23,30,residential,1.0,22.3611,0.0,True,0.212762
859,23,31,residential,1.0,22.2222,1.8056,True,0.177579
860,23,32,residential,1.0,20.2778,0.2778,True,0.169655
861,23,33,residential,1.0,22.2222,0.8333,True,0.190207
862,23,34,residential,1.0,20.8333,0.2778,True,0.158782
863,23,35,residential,1.0,19.4444,1.9444,True,0.115407
864,24,0,residential,1.0,38.75,0.0,True,0.376252
865,24,1,residential,1.0,40.0,0.0,True,0.392527
866,24,2,residential,1.0,40.0,0.1389,True,0.392509
867,24,3,residential,1.0,38.8889,0.0,True,0.377691
868,24,4,residential,1.0,36.25,0.0,True,0.347639
869,24,5,residential,1.0,25.0,0.1389,True,0.236498
870,24,6,residential,1.0,21.9444,0.0,True,0.208077
871,24,7,residential,1.0,22.5,0.0,True,0.213819
872,24,8,residential,1.0,21.6667,0.2778,True,0.184097
873,24,9,residential,1.0,21.3889,0.0,True,0.202023
874,24,10,residential,1.0,20.0,0.2778,True,0.139001
875,24,11,residential,1.0,19.4444,0.4167,True,0.113793
876,24,12,residential,1.0,21.8056,0.4167,True,0.177354
877,24,13,residential,1.0,33.1944,0.0,True,0.318684
878,24,14,residential,1.0,32.7778,0.0,True,0.318629
879,24,15,residential,1.0,32.3611,0.0,True,0.308329
880,24,16,residential,1.0,21.8056,0.6944,True,0.181372
881,24,17,residential,1.0,22.5,0.2778,True,0.211353
882,24,18,residential,1.0,22.3611,0.0,True,0.216908
883,24,19,residential,1.0,22.6389,1.9444,True,0.16052
884,24,20,residential,1.0,22.3611,1.8056,True,0.176884
885,24,21,residential,1.0,22.9167,1.9444,True,0.172765
886,24,22,residential,1.0,20.1389,1.8056,True,0.144128
887,24,23,residential,1.0,19.4444,1.6667,True,0.104611
888,24,24,residential,1.0,19.7222,0.2778,True,0.157506
889,24,25,residential,1.0,20.1389,0.4167,True,0.159347
890,24,26,residential,1.0,20.8333,1.9444,True,0.155138
891,24,27,residential,1.0,22.3611,0.2778,True,0.196104
892,24,28,residential,1.0,19.4444,1.9444,True,0.113656
893,24,29,residential,1.0,19.4444,1.9444,True,0.121884
894,24,30,residential,1.0,22.2222,0.0,True,0.208048
895,24,31,residential,1.0,19.5833,0.2778,True,0.160655
896,24,32,residential,1.0,22.2222,0.2778,True,0.20944
897,24,33,residential,1.0,22.6389,0.0,True,0.219246
898,24,34,residential,1.0,22.6389,0.2778,True,0.208931
899,24,35,residential,1.0,20.8333,0.5556,True,0.17413
900,25,0,residential,1.0,35.2778,0.1389,True,0.34219
901,25,1,residential,1.0,38.75,0.0,True,0.375685
902,25,2,residential,1.0,38.4722,0.0,True,0.374693
903,25,3,residential,1.0,36.8056,0.0,True,0.355831
904,25,4,residential,1.0,37.5,0.1389,True,0.36463
905,25,5,residential,1.0,40.0,0.1389,True,0.385819
906,25,6,residential,1.0,21.9444,0.4167,True,0.186498
907,25,7,residential,1.0,23.4722,0.0,True,0.226347
908,25,8,residential,1.0,25.5556,0.0,True,0.239762
909,25,9,residential,1.0,21.9444,0.1389,True,0.208054
910,25,10,residential,1.0,21.3889,0.2778,True,0.169384
911,25,11,residential,1.0,19.5833,0.4167,True,0.137208
912,25,12,residential,1.0,32.7778,0.0,True,0.315186
913,25,13,residential,1.0,33.1944,0.0,True,0.32287
914,25,14,residential,1.0,33.1944,0.0,True,0.318684
915,25,15,residential,1.0,24.5833,1.8056,True,0.196278
916,25,16,residential,1.0,20.8333,0.0,True,0.19966
917,25,17,residential,1.0,20.9722,0.2778,True,0.173768
918,25,18,residential,1.0,22.6389,0.1389,True,0.209717
919,25,19,residential,1.0,21.3889,1.9444,True,0.160632
920,25,20,residential,1.0,21.5278,0.5556,True,0.175319
921,25,21,residential,1.0,21.8056,1.6667,True,0.173488
922,25,22,residential,1.0,20.5556,1.9444,True,0.147165
923,25,23,residential,1.0,19.4444,1.6667,True,0.099902
924,25,24,residential,1.0,19.4444,0.4167,True,0.150903
925,25,25,residential,1.0,19.4444,1.9444,True,0.108789
926,25,26,residential,1.0,19.4444,1.9444,True,0.130393
927,25,27,residential,1.0,19.7222,0.4167,True,0.153649
928,25,28,residential,1.0,19.4444,0.6944,True,0.155961
929,25,29,residential,1.0,19.4444,0.6944,True,0.154144
930,25,30,residential,1.0,19.4444,1.25,True,0.11218
931,25,31,residential,1.0,19.4444,1.9444,True,0.102025
932,25,32,residential,1.0,19.4444,1.3889,True,0.133331
933,25,33,residential,1.0,22.2222,0.5556,True,0.194503
934,25,34,residential,1.0,20.8333,0.0,True,0.198982
935,25,35,residential,1.0,19.4444,1.9444,True,0.126617
936,26,0,residential,1.0,32.0833,0.5556,True,0.294157
937,26,1,residential,1.0,33.3333,0.2778,True,0.318758
938,26,2,residential,1.0,21.8056,0.4167,True,0.185321
939,26,3,residential,1.0,36.25,0.1389,True,0.350733
940,26,4,residential,1.0,40.8333,0.0,True,0.396183
