hour,time,alive_percent,critical_percent,permadead_percent,q_t,resilience
450,2025-01-19 17:00,6.3272,0.0,93.6728,0.063272,0.457193
451,2025-01-19 18:00,6.3272,0.0,93.6728,0.063272,0.45632
452,2025-01-19 19:00,6.3272,0.0,93.6728,0.063272,0.45545
453,2025-01-19 20:00,6.3272,0.0,93.6728,0.063272,0.454585
454,2025-01-19 21:00,6.3272,0.0,93.6728,0.063272,0.453723
455,2025-01-19 22:00,6.3272,0.0,93.6728,0.063272,0.452865
456,2025-01-19 23:00,6.3272,0.0,93.6728,0.063272,0.45201
457,2025-01-20 00:00,6.3272,0.0,93.6728,0.063272,0.45116
458,2025-01-20 01:00,6.3272,0.0,93.6728,0.063272,0.450313
459,2025-01-20 02:00,6.3272,0.0,93.6728,0.063272,0.449469
460,2025-01-20 03:00,6.3272,0.0,93.6728,0.063272,0.44863
461,2025-01-20 04:00,6.25,0.0,93.6728,0.0625,0.447792
462,2025-01-20 05:00,6.25,0.0,93.6728,0.0625,0.446958
463,2025-01-20 06:00,6.25,0.0,93.6728,0.0625,0.446128
464,2025-01-20 07:00,6.3272,0.0,93.6728,0.063006,0.445302
465,2025-01-20 08:00,6.3272,0.0,93.6728,0.063272,0.444481
466,2025-01-20 09:00,6.3272,0.0,93.6728,0.063272,0.443663
467,2025-01-20 10:00,6.3272,0.0,93.6728,0.063272,0.442848
468,2025-01-20 11:00,6.3272,0.0,93.6728,0.063272,0.442037
469,2025-01-20 12:00,6.3272,0.0,93.6728,0.063272,0.44123
470,2025-01-20 13:00,6.3272,0.0,93.6728,0.063272,0.440425
471,2025-01-20 14:00,6.3272,0.0,93.6728,0.063272,0.439625
472,2025-01-20 15:00,6.3272,0.0,93.6728,0.063272,0.438827
473,2025-01-20 16:00,6.3272,0.0,93.6728,0.063272,0.438033
474,2025-01-20 17:00,6.3272,0.0,93.6728,0.063272,0.437243
475,2025-01-20 18:00,6.3272,0.0,93.6728,0.063272,0.436455
476,2025-01-20 19:00,6.3272,0.0,93.6728,0.063272,0.435671
477,2025-01-20 20:00,6.3272,0.0,93.6728,0.063272,0.434891
478,2025-01-20 21:00,6.3272,0.0,93.6728,0.063272,0.434113
479,2025-01-20 22:00,6.3272,0.0,93.6728,0.063272,0.433339
480,2025-01-20 23:00,6.3272,0.0,93.6728,0.063272,0.432568
481,2025-01-21 00:00,6.3272,0.0,93.6728,0.063272,0.4318
482,2025-01-21 01:00,6.3272,0.0,93.6728,0.063272,0.431036
483,2025-01-21 02:00,6.3272,0.0,93.6728,0.063272,0.430274
484,2025-01-21 03:00,6.3272,0.0,93.6728,0.063272,0.429516
485,2025-01-21 04:00,6.3272,0.0,93.6728,0.063272,0.428761
486,2025-01-21 05:00,6.3272,0.0,93.6728,0.063272,0.428009
487,2025-01-21 06:00,6.3272,0.0,93.6728,0.063272,0.42726
488,2025-01-21 07:00,6.3272,0.0,93.6728,0.062967,0.426513
489,2025-01-21 08:00,6.3272,0.0,93.6728,0.063272,0.42577
490,2025-01-21 09:00,6.3272,0.0,93.6728,0.063272,0.425031
491,2025-01-21 10:00,6.3272,0.0,93.6728,0.063272,0.424294
492,2025-01-21 11:00,6.3272,0.0,93.6728,0.063272,0.42356
493,2025-01-21 12:00,6.3272,0.0,93.6728,0.063272,0.422829
494,2025-01-21 13:00,6.3272,0.0,93.6728,0.063272,0.422101
495,2025-01-21 14:00,6.3272,0.0,93.6728,0.063272,0.421377
496,2025-01-21 15:00,6.3272,0.0,93.6728,0.063272,0.420655
497,2025-01-21 16:00,6.3272,0.0,93.6728,0.063272,0.419936
498,2025-01-21 17:00,6.3272,0.0,93.6728,0.063272,0.419219
499,2025-01-21 18:00,6.3272,0.0,93.6728,0.063272,0.418506
500,2025-01-21 19:00,6.3272,0.0,93.6728,0.063272,0.417796
501,2025-01-21 20:00,6.3272,0.0,93.6728,0.063272,0.417088
502,2025-01-21 21:00,6.3272,0.0,93.6728,0.063272,0.416383
503,2025-01-21 22:00,6.3272,0.0,93.6728,0.063272,0.415681
504,2025-01-21 23:00,6.3272,0.0,93.6728,0.063272,0.414982
505,2025-01-22 00:00,6.3272,0.0,93.6728,0.063272,0.414285
506,2025-01-22 01:00,6.3272,0.0,93.6728,0.063272,0.413592
507,2025-01-22 02:00,6.3272,0.0,93.6728,0.063272,0.412901
508,2025-01-22 03:00,6.3272,0.0,93.6728,0.063272,0.412212
509,2025-01-22 04:00,6.3272,0.0,93.6728,0.063272,0.411527
510,2025-01-22 05:00,6.25,0.0,93.6728,0.0625,0.410843
511,2025-01-22 06:00,6.25,0.0,93.6728,0.0625,0.410161
512,2025-01-22 07:00,6.3272,0.0,93.6728,0.062738,0.409482
513,2025-01-22 08:00,6.3272,0.0,93.6728,0.063272,0.408807
514,2025-01-22 09:00,6.3272,0.0,93.6728,0.063272,0.408135
515,2025-01-22 10:00,6.3272,0.0,93.6728,0.063272,0.407466
516,2025-01-22 11:00,6.3272,0.0,93.6728,0.063272,0.406799
517,2025-01-22 12:00,6.3272,0.0,93.6728,0.063272,0.406134
518,2025-01-22 13:00,6.3272,0.0,93.6728,0.063272,0.405472
519,2025-01-22 14:00,6.3272,0.0,93.6728,0.063272,0.404813
520,2025-01-22 15:00,6.3272,0.0,93.6728,0.063272,0.404156
521,2025-01-22 16:00,6.3272,0.0,93.6728,0.063272,0.403502
522,2025-01-22 17:00,6.3272,0.0,93.6728,0.063272,0.40285
523,2025-01-22 18:00,6.3272,0.0,93.6728,0.063272,0.402201
524,2025-01-22 19:00,6.3272,0.0,93.6728,0.063272,0.401554
525,2025-01-22 20:00,6.3272,0.0,93.6728,0.063272,0.400909
526,2025-01-22 21:00,6.3272,0.0,93.6728,0.063272,0.400268
527,2025-01-22 22:00,6.3272,0.0,93.6728,0.063272,0.399628
528,2025-01-22 23:00,6.3272,0.0,93.6728,0.063272,0.398991
529,2025-01-23 00:00,6.3272,0.0,93.6728,0.063272,0.398356
530,2025-01-23 01:00,6.3272,0.0,93.6728,0.063272,0.397724
531,2025-01-23 02:00,6.3272,0.0,93.6728,0.063034,0.397094
532,2025-01-23 03:00,6.25,0.0,93.6728,0.0625,0.396465
533,2025-01-23 04:00,6.25,0.0,93.6728,0.0625,0.395838
534,2025-01-23 05:00,6.25,0.0,93.6728,0.0625,0.395214
535,2025-01-23 06:00,6.25,0.0,93.6728,0.0625,0.394592
536,2025-01-23 07:00,6.3272,0.0,93.6728,0.06274,0.393973
537,2025-01-23 08:00,6.3272,0.0,93.6728,0.063272,0.393357
538,2025-01-23 09:00,6.3272,0.0,93.6728,0.063272,0.392744
539,2025-01-23 10:00,6.3272,0.0,93.6728,0.063272,0.392133
540,2025-01-23 11:00,6.3272,0.0,93.6728,0.063272,0.391524
541,2025-01-23 12:00,6.3272,0.0,93.6728,0.063272,0.390917
542,2025-01-23 13:00,6.3272,0.0,93.6728,0.063272,0.390312
543,2025-01-23 14:00,6.3272,0.0,93.6728,0.063272,0.38971
544,2025-01-23 15:00,6.3272,0.0,93.6728,0.063272,0.38911
545,2025-01-23 16:00,6.3272,0.0,93.6728,0.063272,0.388512
546,2025-01-23 17:00,6.3272,0.0,93.6728,0.063272,0.387916
547,2025-01-23 18:00,6.3272,0.0,93.6728,0.063272,0.387323
548,2025-01-23 19:00,6.3272,0.0,93.6728,0.063272,0.386732
549,2025-01-23 20:00,6.3272,0.0,93.6728,0.063272,0.386142
550,2025-01-23 21:00,6.3272,0.0,93.6728,0.063272,0.385555
551,2025-01-23 22:00,6.3272,0.0,93.6728,0.063272,0.38497
552,2025-01-23 23:00,6.3272,0.0,93.6728,0.063272,0.384388
553,2025-01-24 00:00,6.3272,0.0,93.6728,0.063272,0.383807
554,2025-01-24 01:00,6.3272,0.0,93.6728,0.063272,0.383228
555,2025-01-24 02:00,6.3272,0.0,93.6728,0.063272,0.382652
556,2025-01-24 03:00,6.3272,0.0,93.6728,0.063272,0.382077
557,2025-01-24 04:00,6.3272,0.0,93.6728,0.063272,0.381505
558,2025-01-24 05:00,6.3272,0.0,93.6728,0.063272,0.380935
559,2025-01-24 06:00,6.3272,0.0,93.6728,0.063272,0.380367
560,2025-01-24 07:00,6.3272,0.0,93.6728,0.063272,0.3798
561,2025-01-24 08:00,6.3272,0.0,93.6728,0.063272,0.379236
562,2025-01-24 09:00,6.3272,0.0,93.6728,0.063272,0.378674
563,2025-01-24 10:00,6.3272,0.0,93.6728,0.063272,0.378114
564,2025-01-24 11:00,6.3272,0.0,93.6728,0.063272,0.377555
565,2025-01-24 12:00,6.3272,0.0,93.6728,0.063272,0.376999
566,2025-01-24 13:00,6.3272,0.0,93.6728,0.063272,0.376445
567,2025-01-24 14:00,6.3272,0.0,93.6728,0.063272,0.375893
568,2025-01-24 15:00,6.3272,0.0,93.6728,0.063272,0.375342
569,2025-01-24 16:00,6.3272,0.0,93.6728,0.063272,0.374794
570,2025-01-24 17:00,6.3272,0.0,93.6728,0.063272,0.374247
571,2025-01-24 18:00,6.3272,0.0,93.6728,0.063272,0.373703
572,2025-01-24 19:00,6.3272,0.0,93.6728,0.063272,0.37316
573,2025-01-24 20:00,6.3272,0.0,93.6728,0.063272,0.372619
574,2025-01-24 21:00,6.3272,0.0,93.6728,0.063272,0.37208
575,2025-01-24 22:00,6.3272,0.0,93.6728,0.063272,0.371543
576,2025-01-24 23:00,6.3272,0.0,93.6728,0.063272,0.371008
577,2025-01-25 00:00,6.3272,0.0,93.6728,0.063272,0.370474
578,2025-01-25 01:00,6.3272,0.0,93.6728,0.063272,0.369943
579,2025-01-25 02:00,6.3272,0.0,93.6728,0.063272,0.369413
580,2025-01-25 03:00,6.3272,0.0,93.6728,0.063272,0.368885
581,2025-01-25 04:00,6.3272,0.0,93.6728,0.063272,0.368359
582,2025-01-25 05:00,6.3272,0.0,93.6728,0.063272,0.367835
583,2025-01-25 06:00,6.3272,0.0,93.6728,0.063272,0.367313
584,2025-01-25 07:00,6.3272,0.0,93.6728,0.063272,0.366792
585,2025-01-25 08:00,6.3272,0.0,93.6728,0.063272,0.366273
586,2025-01-25 09:00,6.3272,0.0,93.6728,0.063272,0.365756
587,2025-01-25 10:00,6.3272,0.0,93.6728,0.063272,0.365241
588,2025-01-25 11:00,6.3272,0.0,93.6728,0.063272,0.364727
589,2025-01-25 12:00,6.3272,0.0,93.6728,0.063272,0.364216
590,2025-01-25 13:00,6.3272,0.0,93.6728,0.063272,0.363706
591,2025-01-25 14:00,6.3272,0.0,93.6728,0.063272,0.363197
592,2025-01-25 15:00,6.3272,0.0,93.6728,0.063272,0.362691
593,2025-01-25 16:00,6.3272,0.0,93.6728,0.063272,0.362186
594,2025-01-25 17:00,6.3272,0.0,93.6728,0.063272,0.361682
595,2025-01-25 18:00,6.3272,0.0,93.6728,0.063272,0.361181
596,2025-01-25 19:00,6.3272,0.0,93.6728,0.063272,0.360681
597,2025-01-25 20:00,6.3272,0.0,93.6728,0.063272,0.360183
598,2025-01-25 21:00,6.3272,0.0,93.6728,0.063272,0.359686
599,2025-01-25 22:00,6.3272,0.0,93.6728,0.063272,0.359192
600,2025-01-25 23:00,6.3272,0.0,93.6728,0.063272,0.358698
601,2025-01-26 00:00,6.3272,0.0,93.6728,0.063272,0.358207
602,2025-01-26 01:00,6.3272,0.0,93.6728,0.063272,0.357717
603,2025-01-26 02:00,6.3272,0.0,93.6728,0.063272,0.357229
604,2025-01-26 03:00,6.3272,0.0,93.6728,0.06174,0.356739
605,2025-01-26 04:00,4.6296,0.0,93.6728,0.046296,0.356226
606,2025-01-26 05:00,4.6296,0.0,93.6728,0.046262,0.355715
607,2025-01-26 06:00,4.5525,0.0,93.6728,0.045525,0.355204
608,2025-01-26 07:00,6.3272,0.0,93.6728,0.062635,0.354723
609,2025-01-26 08:00,6.3272,0.0,93.6728,0.062987,0.354243
610,2025-01-26 09:00,6.3272,0.0,93.6728,0.063272,0.353766
611,2025-01-26 10:00,6.3272,0.0,93.6728,0.063272,0.353291
612,2025-01-26 11:00,6.3272,0.0,93.6728,0.063272,0.352817
613,2025-01-26 12:00,6.3272,0.0,93.6728,0.063272,0.352345
614,2025-01-26 13:00,6.3272,0.0,93.6728,0.063272,0.351874
615,2025-01-26 14:00,6.3272,0.0,93.6728,0.063272,0.351405
616,2025-01-26 15:00,6.3272,0.0,93.6728,0.063272,0.350937
617,2025-01-26 16:00,6.3272,0.0,93.6728,0.063272,0.350471
618,2025-01-26 17:00,6.3272,0.0,93.6728,0.063272,0.350006
619,2025-01-26 18:00,6.3272,0.0,93.6728,0.063272,0.349543
620,2025-01-26 19:00,6.3272,0.0,93.6728,0.063272,0.349081
621,2025-01-26 20:00,6.3272,0.0,93.6728,0.063272,0.348621
622,2025-01-26 21:00,6.3272,0.0,93.6728,0.063272,0.348162
623,2025-01-26 22:00,6.3272,0.0,93.6728,0.063272,0.347705
624,2025-01-26 23:00,6.3272,0.0,93.6728,0.063272,0.347249
625,2025-01-27 00:00,6.3272,0.0,93.6728,0.063272,0.346795
626,2025-01-27 01:00,6.3272,0.0,93.6728,0.063272,0.346342
627,2025-01-27 02:00,6.3272,0.0,93.6728,0.063272,0.34589
628,2025-01-27 03:00,6.3272,0.0,93.6728,0.063272,0.34544
629,2025-01-27 04:00,6.25,0.0,93.6728,0.0625,0.34499
630,2025-01-27 05:00,6.25,0.0,93.6728,0.0625,0.344542
631,2025-01-27 06:00,6.25,0.0,93.6728,0.0625,0.344095
632,2025-01-27 07:00,6.3272,0.0,93.6728,0.062024,0.343649
633,2025-01-27 08:00,6.3272,0.0,93.6728,0.063272,0.343206
634,2025-01-27 09:00,6.3272,0.0,93.6728,0.063272,0.342764
635,2025-01-27 10:00,6.3272,0.0,93.6728,0.063272,0.342324
636,2025-01-27 11:00,6.3272,0.0,93.6728,0.063272,0.341885
637,2025-01-27 12:00,6.3272,0.0,93.6728,0.063272,0.341448
638,2025-01-27 13:00,6.3272,0.0,93.6728,0.063272,0.341012
639,2025-01-27 14:00,6.3272,0.0,93.6728,0.063272,0.340577
640,2025-01-27 15:00,6.3272,0.0,93.6728,0.063272,0.340144
641,2025-01-27 16:00,6.3272,0.0,93.6728,0.063272,0.339712
642,2025-01-27 17:00,6.3272,0.0,93.6728,0.063272,0.339281
643,2025-01-27 18:00,6.3272,0.0,93.6728,0.063272,0.338852
644,2025-01-27 19:00,6.3272,0.0,93.6728,0.063272,0.338424
645,2025-01-27 20:00,6.3272,0.0,93.6728,0.063272,0.337998
646,2025-01-27 21:00,6.3272,0.0,93.6728,0.063272,0.337572
647,2025-01-27 22:00,6.3272,0.0,93.6728,0.063272,0.337148
648,2025-01-27 23:00,6.3272,0.0,93.6728,0.063272,0.336726
649,2025-01-28 00:00,6.3272,0.0,93.6728,0.063272,0.336304
650,2025-01-28 01:00,6.3272,0.0,93.6728,0.063272,0.335884
651,2025-01-28 02:00,6.3272,0.0,93.6728,0.063272,0.335466
652,2025-01-28 03:00,6.3272,0.0,93.6728,0.063272,0.335048
653,2025-01-28 04:00,6.3272,0.0,93.6728,0.062864,0.334631
654,2025-01-28 05:00,6.25,0.0,93.6728,0.0625,0.334215
655,2025-01-28 06:00,6.25,0.0,93.6728,0.0625,0.3338
656,2025-01-28 07:00,6.3272,0.0,93.6728,0.062637,0.333387
657,2025-01-28 08:00,6.3272,0.0,93.6728,0.063272,0.332976
658,2025-01-28 09:00,6.3272,0.0,93.6728,0.063272,0.332566
659,2025-01-28 10:00,6.3272,0.0,93.6728,0.063272,0.332157
660,2025-01-28 11:00,6.3272,0.0,93.6728,0.063272,0.33175
661,2025-01-28 12:00,6.3272,0.0,93.6728,0.063272,0.331344
662,2025-01-28 13:00,6.3272,0.0,93.6728,0.063272,0.330939
663,2025-01-28 14:00,6.3272,0.0,93.6728,0.063272,0.330535
664,2025-01-28 15:00,6.3272,0.0,93.6728,0.063272,0.330133
665,2025-01-28 16:00,6.3272,0.0,93.6728,0.063272,0.329731
666,2025-01-28 17:00,6.3272,0.0,93.6728,0.063272,0.329331
667,2025-01-28 18:00,6.3272,0.0,93.6728,0.063272,0.328932
668,2025-01-28 19:00,6.3272,0.0,93.6728,0.063272,0.328535
669,2025-01-28 20:00,6.25,0.0,93.6728,0.0625,0.328137
670,2025-01-28 21:00,6.25,0.0,93.6728,0.0625,0.327741
671,2025-01-28 22:00,6.25,0.0,93.6728,0.0625,0.327345
672,2025-01-28 23:00,6.25,0.0,93.6728,0.0625,0.326951
673,2025-01-29 00:00,6.25,0.0,93.6728,0.0625,0.326558
674,2025-01-29 01:00,6.25,0.0,93.6728,0.0625,0.326166
675,2025-01-29 02:00,6.25,0.0,93.6728,0.0625,0.325776
676,2025-01-29 03:00,6.25,0.0,93.6728,0.0625,0.325386
677,2025-01-29 04:00,6.1728,0.0,93.6728,0.061728,0.324997
678,2025-01-29 05:00,6.1728,0.0,93.6728,0.061336,0.324608
679,2025-01-29 06:00,6.0957,0.0,93.6728,0.060957,0.32422
680,2025-01-29 07:00,6.3272,0.0,93.6728,0.061366,0.323833
681,2025-01-29 08:00,6.3272,0.0,93.6728,0.062971,0.32345
682,2025-01-29 09:00,6.3272,0.0,93.6728,0.062911,0.323068
683,2025-01-29 10:00,6.3272,0.0,93.6728,0.063272,0.322688
684,2025-01-29 11:00,6.3272,0.0,93.6728,0.063272,0.322308
685,2025-01-29 12:00,6.3272,0.0,93.6728,0.063272,0.32193
686,2025-01-29 13:00,6.3272,0.0,93.6728,0.063272,0.321553
687,2025-01-29 14:00,6.3272,0.0,93.6728,0.063272,0.321177
688,2025-01-29 15:00,6.3272,0.0,93.6728,0.063272,0.320802
689,2025-01-29 16:00,6.3272,0.0,93.6728,0.063272,0.320429
690,2025-01-29 17:00,6.3272,0.0,93.6728,0.063272,0.320056
691,2025-01-29 18:00,6.3272,0.0,93.6728,0.063272,0.319684
692,2025-01-29 19:00,6.3272,0.0,93.6728,0.063272,0.319314
693,2025-01-29 20:00,6.3272,0.0,93.6728,0.063272,0.318944
694,2025-01-29 21:00,6.3272,0.0,93.6728,0.063272,0.318576
695,2025-01-29 22:00,6.3272,0.0,93.6728,0.063272,0.318209
696,2025-01-29 23:00,6.3272,0.0,93.6728,0.063272,0.317842
697,2025-01-30 00:00,6.3272,0.0,93.6728,0.063272,0.317477
698,2025-01-30 01:00,6.3272,0.0,93.6728,0.063272,0.317113
699,2025-01-30 02:00,6.3272,0.0,93.6728,0.063272,0.31675
700,2025-01-30 03:00,6.3272,0.0,93.6728,0.063272,0.316388
701,2025-01-30 04:00,6.3272,0.0,93.6728,0.063218,0.316026
702,2025-01-30 05:00,6.25,0.0,93.6728,0.0625,0.315665
703,2025-01-30 06:00,6.25,0.0,93.6728,0.0625,0.315305
704,2025-01-30 07:00,6.3272,0.0,93.6728,0.062697,0.314946
705,2025-01-30 08:00,6.3272,0.0,93.6728,0.063272,0.314589
706,2025-01-30 09:00,6.3272,0.0,93.6728,0.063179,0.314233
707,2025-01-30 10:00,6.3272,0.0,93.6728,0.063272,0.313878
708,2025-01-30 11:00,6.3272,0.0,93.6728,0.063272,0.313524
709,2025-01-30 12:00,6.3272,0.0,93.6728,0.063272,0.313171
710,2025-01-30 13:00,6.3272,0.0,93.6728,0.063272,0.312819
711,2025-01-30 14:00,6.3272,0.0,93.6728,0.063272,0.312468
712,2025-01-30 15:00,6.3272,0.0,93.6728,0.063272,0.312118
713,2025-01-30 16:00,6.3272,0.0,93.6728,0.063272,0.311769
714,2025-01-30 17:00,6.3272,0.0,93.6728,0.063272,0.311421
715,2025-01-30 18:00,6.3272,0.0,93.6728,0.063272,0.311074
716,2025-01-30 19:00,6.3272,0.0,93.6728,0.063272,0.310728
717,2025-01-30 20:00,6.3272,0.0,93.6728,0.063272,0.310383
718,2025-01-30 21:00,6.3272,0.0,93.6728,0.063272,0.310039
719,2025-01-30 22:00,6.3272,0.0,93.6728,0.063272,0.309696
720,2025-01-30 23:00,6.3272,0.0,93.6728,0.063272,0.309354
